,Unnamed: 0,country,continent,year,happiness,democracy_score,index_of_functioning_goverment,code,population,women_in_parliament_%,daily_income_usd,income_inequlity
37409,37409,Kuwait,,1889,,,,,,,2.35,41.6
37447,37447,Oman,,1889,,,,,,,984.0,42.5
37459,37459,Qatar,,1889,,,,,,,1.4,41.6
37463,37463,Saudi Arabia,,1889,,,,,,,1.11,43.1
37505,37505,Yemen,,1889,,,,,,,1.57,34.9
37513,37513,United Arab Emirates,,1890,,,,,,,5.32,38.7
37526,37526,Bahrain,,1890,,,,,,,3.1,41.1
37604,37604,Kuwait,,1890,,,,,,,2.39,41.6
37642,37642,Oman,,1890,,,,,,,0.98,42.5
37654,37654,Qatar,,1890,,,,,,,1.42,41.6
37658,37658,Saudi Arabia,,1890,,,,,,,1.12,43.0
37700,37700,Yemen,,1890,,,,,,,1.58,34.8
37708,37708,United Arab Emirates,,1891,,,,,,,5.49,38.6
37721,37721,Bahrain,,1891,,,,,,,3.14,41.1
37799,37799,Kuwait,,1891,,,,,,,2.42,41.6
37837,37837,Oman,,1891,,,,,,,977.0,42.5
37849,37849,Qatar,,1891,,,,,,,1.44,41.6
37853,37853,Saudi Arabia,,1891,,,,,,,1.12,43.0
37895,37895,Yemen,,1891,,,,,,,1.58,34.8
37903,37903,United Arab Emirates,,1892,,,,,,,5.69,38.5
37916,37916,Bahrain,,1892,,,,,,,3.18,41.1
37994,37994,Kuwait,,1892,,,,,,,2.46,41.5
38032,38032,Oman,,1892,,,,,,,974.0,42.5
38044,38044,Qatar,,1892,,,,,,,1.46,41.5
38048,38048,Saudi Arabia,,1892,,,,,,,1.13,43.0
38090,38090,Yemen,,1892,,,,,,,1.59,34.8
38098,38098,United Arab Emirates,,1893,,,,,,,5.92,38.5
38111,38111,Bahrain,,1893,,,,,,,3.21,41.1
38189,38189,Kuwait,,1893,,,,,,,2.49,41.5
38227,38227,Oman,,1893,,,,,,,971.0,42.5
38239,38239,Qatar,,1893,,,,,,,1.48,41.5
38243,38243,Saudi Arabia,,1893,,,,,,,1.13,43.0
38285,38285,Yemen,,1893,,,,,,,1.59,34.8
38293,38293,United Arab Emirates,,1894,,,,,,,6.17,38.4
38306,38306,Bahrain,,1894,,,,,,,3.25,41.0
38384,38384,Kuwait,,1894,,,,,,,2.53,41.5
38422,38422,Oman,,1894,,,,,,,967.0,42.5
38434,38434,Qatar,,1894,,,,,,,1.5,41.5
38438,38438,Saudi Arabia,,1894,,,,,,,1.13,43.0
38480,38480,Yemen,,1894,,,,,,,1.6,34.9
38488,38488,United Arab Emirates,,1895,,,,,,,6.46,38.3
38501,38501,Bahrain,,1895,,,,,,,3.29,41.0
38579,38579,Kuwait,,1895,,,,,,,2.57,41.5
38617,38617,Oman,,1895,,,,,,,963.0,42.5
38629,38629,Qatar,,1895,,,,,,,1.52,41.5
38633,38633,Saudi Arabia,,1895,,,,,,,1.14,43.0
38675,38675,Yemen,,1895,,,,,,,1.6,35.0
38683,38683,United Arab Emirates,,1896,,,,,,,6.79,38.2
38696,38696,Bahrain,,1896,,,,,,,3.32,41.0
38774,38774,Kuwait,,1896,,,,,,,2.6,41.4
38812,38812,Oman,,1896,,,,,,,0.96,42.6
38824,38824,Qatar,,1896,,,,,,,1.55,41.4
38828,38828,Saudi Arabia,,1896,,,,,,,1.14,43.0
38870,38870,Yemen,,1896,,,,,,,1.61,35.1
38878,38878,United Arab Emirates,,1897,,,,,,,7.15,38.1
38891,38891,Bahrain,,1897,,,,,,,3.36,41.0
38969,38969,Kuwait,,1897,,,,,,,2.64,41.4
39007,39007,Oman,,1897,,,,,,,956.0,42.6
39019,39019,Qatar,,1897,,,,,,,1.57,41.4
39023,39023,Saudi Arabia,,1897,,,,,,,1.14,43.0
39065,39065,Yemen,,1897,,,,,,,1.61,35.3
39073,39073,United Arab Emirates,,1898,,,,,,,7.55,38.0
39086,39086,Bahrain,,1898,,,,,,,3.4,41.0
39164,39164,Kuwait,,1898,,,,,,,2.68,41.4
39202,39202,Oman,,1898,,,,,,,952.0,42.6
39214,39214,Qatar,,1898,,,,,,,1.59,41.4
39218,39218,Saudi Arabia,,1898,,,,,,,1.15,43.0
39260,39260,Yemen,,1898,,,,,,,1.62,35.5
39268,39268,United Arab Emirates,,1899,,,,,,,8.0,37.9
39281,39281,Bahrain,,1899,,,,,,,3.44,40.9
39359,39359,Kuwait,,1899,,,,,,,2.72,41.3
39397,39397,Oman,,1899,,,,,,,948.0,42.6
39409,39409,Qatar,,1899,,,,,,,1.61,41.3
39413,39413,Saudi Arabia,,1899,,,,,,,1.15,43.0
39455,39455,Yemen,,1899,,,,,,,1.62,35.6
39463,39463,United Arab Emirates,,1900,,,,,,,8.51,37.8
39476,39476,Bahrain,,1900,,,,,,,3.48,40.9
39554,39554,Kuwait,,1900,,,,,,,2.76,41.3
39592,39592,Oman,,1900,,,,,,,943.0,42.6
39604,39604,Qatar,,1900,,,,,,,1.64,41.3
39608,39608,Saudi Arabia,,1900,,,,,,,1.16,43.0
39650,39650,Yemen,,1900,,,,,,,1.62,35.8
39658,39658,United Arab Emirates,,1901,,,,,,,9.06,37.7
39671,39671,Bahrain,,1901,,,,,,,3.48,40.9
39749,39749,Kuwait,,1901,,,,,,,2.84,41.3
39787,39787,Oman,,1901,,,,,,,939.0,42.6
39799,39799,Qatar,,1901,,,,,,,1.66,41.3
39803,39803,Saudi Arabia,,1901,,,,,,,1.16,43.0
39845,39845,Yemen,,1901,,,,,,,1.63,36.0
39853,39853,United Arab Emirates,,1902,,,,,,,9.67,37.6
39866,39866,Bahrain,,1902,,,,,,,3.48,40.9
39944,39944,Kuwait,,1902,,,,,,,2.93,41.2
39982,39982,Oman,,1902,,,,,,,934.0,42.6
39994,39994,Qatar,,1902,,,,,,,1.69,41.3
39998,39998,Saudi Arabia,,1902,,,,,,,1.16,43.0
40040,40040,Yemen,,1902,,,,,,,1.63,36.2
40048,40048,United Arab Emirates,,1903,,,,,,,10.4,37.5
40061,40061,Bahrain,,1903,,,,,,,3.48,40.9
40139,40139,Kuwait,,1903,,,,,,,3.02,41.1
40177,40177,Oman,,1903,,,,,,,0.93,42.6
40189,40189,Qatar,,1903,,,,,,,1.71,41.2
40193,40193,Saudi Arabia,,1903,,,,,,,1.17,43.0
40235,40235,Yemen,,1903,,,,,,,1.64,36.4
40243,40243,United Arab Emirates,,1904,,,,,,,11.1,37.3
40256,40256,Bahrain,,1904,,,,,,,3.48,40.9
40334,40334,Kuwait,,1904,,,,,,,3.11,41.1
40372,40372,Oman,,1904,,,,,,,925.0,42.6
40384,40384,Qatar,,1904,,,,,,,1.74,41.2
40388,40388,Saudi Arabia,,1904,,,,,,,1.17,43.0
40430,40430,Yemen,,1904,,,,,,,1.64,36.6
40438,40438,United Arab Emirates,,1905,,,,,,,11.9,37.2
40451,40451,Bahrain,,1905,,,,,,,3.49,40.9
40529,40529,Kuwait,,1905,,,,,,,3.2,41.0
40567,40567,Oman,,1905,,,,,,,921.0,42.6
40579,40579,Qatar,,1905,,,,,,,1.76,41.2
40583,40583,Saudi Arabia,,1905,,,,,,,1.17,43.0
40625,40625,Yemen,,1905,,,,,,,1.65,36.7
40633,40633,United Arab Emirates,,1906,,,,,,,12.8,37.1
40646,40646,Bahrain,,1906,,,,,,,3.49,40.9
40724,40724,Kuwait,,1906,,,,,,,3.29,41.0
40762,40762,Oman,,1906,,,,,,,915.0,42.6
40774,40774,Qatar,,1906,,,,,,,1.79,41.1
40778,40778,Saudi Arabia,,1906,,,,,,,1.18,42.9
40820,40820,Yemen,,1906,,,,,,,1.65,36.9
40828,40828,United Arab Emirates,,1907,,,,,,,13.8,36.9
40841,40841,Bahrain,,1907,,,,,,,3.49,40.9
40919,40919,Kuwait,,1907,,,,,,,3.39,40.9
40957,40957,Oman,,1907,,,,,,,0.91,42.7
40969,40969,Qatar,,1907,,,,,,,1.81,41.1
40973,40973,Saudi Arabia,,1907,,,,,,,1.18,42.9
41015,41015,Yemen,,1907,,,,,,,1.66,37.0
41023,41023,United Arab Emirates,,1908,,,,,,,14.8,36.8
41036,41036,Bahrain,,1908,,,,,,,3.49,40.9
41114,41114,Kuwait,,1908,,,,,,,3.49,40.9
41152,41152,Oman,,1908,,,,,,,904.0,42.7
41164,41164,Qatar,,1908,,,,,,,1.84,41.1
41168,41168,Saudi Arabia,,1908,,,,,,,1.19,42.9
41210,41210,Yemen,,1908,,,,,,,1.66,37.2
41218,41218,United Arab Emirates,,1909,,,,,,,16.0,36.7
41231,41231,Bahrain,,1909,,,,,,,3.5,40.9
41309,41309,Kuwait,,1909,,,,,,,3.59,40.8
41347,41347,Oman,,1909,,,,,,,899.0,42.7
41359,41359,Qatar,,1909,,,,,,,1.87,41.1
41363,41363,Saudi Arabia,,1909,,,,,,,1.19,42.9
41405,41405,Yemen,,1909,,,,,,,1.67,37.3
41413,41413,United Arab Emirates,,1910,,,,,,,17.2,36.5
41426,41426,Bahrain,,1910,,,,,,,3.5,40.9
41504,41504,Kuwait,,1910,,,,,,,3.69,40.7
41542,41542,Oman,,1910,,,,,,,893.0,42.7
41554,41554,Qatar,,1910,,,,,,,1.89,41.0
41558,41558,Saudi Arabia,,1910,,,,,,,1.19,42.9
41600,41600,Yemen,,1910,,,,,,,1.67,37.4
41608,41608,United Arab Emirates,,1911,,,,,,,18.6,36.4
41621,41621,Bahrain,,1911,,,,,,,3.5,40.9
41699,41699,Kuwait,,1911,,,,,,,3.79,40.7
41737,41737,Oman,,1911,,,,,,,887.0,42.7
41749,41749,Qatar,,1911,,,,,,,1.92,41.0
41753,41753,Saudi Arabia,,1911,,,,,,,1.2,42.9
41795,41795,Yemen,,1911,,,,,,,1.68,37.5
41803,41803,United Arab Emirates,,1912,,,,,,,20.0,36.3
41816,41816,Bahrain,,1912,,,,,,,3.5,40.9
41894,41894,Kuwait,,1912,,,,,,,3.9,40.6
41932,41932,Oman,,1912,,,,,,,882.0,42.7
41944,41944,Qatar,,1912,,,,,,,1.95,41.0
41948,41948,Saudi Arabia,,1912,,,,,,,1.2,42.9
41990,41990,Yemen,,1912,,,,,,,1.68,37.5
41998,41998,United Arab Emirates,,1913,,,,,,,21.6,36.1
42011,42011,Bahrain,,1913,,,,,,,3.51,40.9
42089,42089,Kuwait,,1913,,,,,,,4.01,40.6
42127,42127,Oman,,1913,,,,,,,875.0,42.7
42139,42139,Qatar,,1913,,,,,,,1.98,40.9
42143,42143,Saudi Arabia,,1913,,,,,,,1.21,42.9
42185,42185,Yemen,,1913,,,,,,,1.68,37.6
42193,42193,United Arab Emirates,,1914,,,,,,,21.9,36.1
42206,42206,Bahrain,,1914,,,,,,,3.51,40.9
42284,42284,Kuwait,,1914,,,,,,,3.96,40.6
42322,42322,Oman,,1914,,,,,,,875.0,42.7
42334,42334,Qatar,,1914,,,,,,,1.88,41.0
42338,42338,Saudi Arabia,,1914,,,,,,,1.25,42.8
42380,42380,Yemen,,1914,,,,,,,1.69,37.6
42388,42388,United Arab Emirates,,1915,,,,,,,22.1,36.1
42401,42401,Bahrain,,1915,,,,,,,3.51,40.9
42479,42479,Kuwait,,1915,,,,,,,3.9,40.6
42517,42517,Oman,,1915,,,,,,,874.0,42.7
42529,42529,Qatar,,1915,,,,,,,1.79,41.1
42533,42533,Saudi Arabia,,1915,,,,,,,1.29,42.8
42575,42575,Yemen,,1915,,,,,,,1.69,37.7
42583,42583,United Arab Emirates,,1916,,,,,,,22.4,36.0
42596,42596,Bahrain,,1916,,,,,,,3.51,40.9
42674,42674,Kuwait,,1916,,,,,,,3.84,40.7
42712,42712,Oman,,1916,,,,,,,874.0,42.8
42724,42724,Qatar,,1916,,,,,,,1.7,41.2
42728,42728,Saudi Arabia,,1916,,,,,,,1.34,42.7
42770,42770,Yemen,,1916,,,,,,,1.7,37.7
42778,42778,United Arab Emirates,,1917,,,,,,,22.6,36.0
42791,42791,Bahrain,,1917,,,,,,,3.51,40.9
42869,42869,Kuwait,,1917,,,,,,,3.79,40.7
42907,42907,Oman,,1917,,,,,,,872.0,42.8
42919,42919,Qatar,,1917,,,,,,,1.62,41.3
42923,42923,Saudi Arabia,,1917,,,,,,,1.39,42.6
42965,42965,Yemen,,1917,,,,,,,1.7,37.7
42973,42973,United Arab Emirates,,1918,,,,,,,22.9,36.0
42986,42986,Bahrain,,1918,,,,,,,3.52,40.9
43064,43064,Kuwait,,1918,,,,,,,3.73,40.7
43102,43102,Oman,,1918,,,,,,,871.0,42.8
43114,43114,Qatar,,1918,,,,,,,1.54,41.4
43118,43118,Saudi Arabia,,1918,,,,,,,1.44,42.5
43160,43160,Yemen,,1918,,,,,,,1.71,37.7
43168,43168,United Arab Emirates,,1919,,,,,,,25.6,35.8
43181,43181,Bahrain,,1919,,,,,,,3.52,40.9
43259,43259,Kuwait,,1919,,,,,,,3.8,40.7
43297,43297,Oman,,1919,,,,,,,868.0,42.8
43309,43309,Qatar,,1919,,,,,,,1.63,41.3
43313,43313,Saudi Arabia,,1919,,,,,,,1.49,42.5
43355,43355,Yemen,,1919,,,,,,,1.71,37.7
43363,43363,United Arab Emirates,,1920,,,,,,,28.6,35.6
43376,43376,Bahrain,,1920,,,,,,,3.52,40.9
43454,43454,Kuwait,,1920,,,,,,,3.88,40.6
43492,43492,Oman,,1920,,,,,,,867.0,42.8
43504,43504,Qatar,,1920,,,,,,,1.71,41.2
43508,43508,Saudi Arabia,,1920,,,,,,,1.55,42.4
43550,43550,Yemen,,1920,,,,,,,1.72,37.7
43558,43558,United Arab Emirates,,1921,,,,,,,32.0,35.4
43571,43571,Bahrain,,1921,,,,,,,3.54,40.9
43649,43649,Kuwait,,1921,,,,,,,3.95,40.6
43687,43687,Oman,,1921,,,,,,,872.0,42.8
43699,43699,Qatar,,1921,,,,,,,1.8,41.1
43703,43703,Saudi Arabia,,1921,,,,,,,1.6,42.3
43745,43745,Yemen,,1921,,,,,,,1.72,37.7
43753,43753,United Arab Emirates,,1922,,,,,,,35.7,35.2
43766,43766,Bahrain,,1922,,,,,,,3.56,40.9
43844,43844,Kuwait,,1922,,,,,,,3.96,40.6
43882,43882,Oman,,1922,,,,,,,877.0,42.7
43894,43894,Qatar,,1922,,,,,,,1.9,41.0
43898,43898,Saudi Arabia,,1922,,,,,,,1.66,42.3
43940,43940,Yemen,,1922,,,,,,,1.73,37.6
43948,43948,United Arab Emirates,,1923,,,,,,,37.5,35.1
43961,43961,Bahrain,,1923,,,,,,,3.58,40.9
44039,44039,Kuwait,,1923,,,,,,,3.97,40.6
44077,44077,Oman,,1923,,,,,,,882.0,42.7
44089,44089,Qatar,,1923,,,,,,,1.88,41.0
44093,44093,Saudi Arabia,,1923,,,,,,,1.72,42.2
44135,44135,Yemen,,1923,,,,,,,1.73,37.6
44143,44143,United Arab Emirates,,1924,,,,,,,39.5,35.0
44156,44156,Bahrain,,1924,,,,,,,3.6,40.8
44234,44234,Kuwait,,1924,,,,,,,3.97,40.6
44272,44272,Oman,,1924,,,,,,,886.0,42.7
44284,44284,Qatar,,1924,,,,,,,1.87,41.1
44288,44288,Saudi Arabia,,1924,,,,,,,1.78,42.1
44330,44330,Yemen,,1924,,,,,,,1.74,37.6
44338,44338,United Arab Emirates,,1925,,,,,,,41.5,34.9
44351,44351,Bahrain,,1925,,,,,,,3.62,40.8
44429,44429,Kuwait,,1925,,,,,,,3.98,40.6
44467,44467,Oman,,1925,,,,,,,0.89,42.7
44479,44479,Qatar,,1925,,,,,,,1.66,41.3
44483,44483,Saudi Arabia,,1925,,,,,,,1.85,42.1
44525,44525,Yemen,,1925,,,,,,,1.74,37.6
44533,44533,United Arab Emirates,,1926,,,,,,,42.9,34.9
44546,44546,Bahrain,,1926,,,,,,,3.64,40.8
44624,44624,Kuwait,,1926,,,,,,,3.98,40.6
44662,44662,Oman,,1926,,,,,,,894.0,42.7
44674,44674,Qatar,,1926,,,,,,,1.63,41.3
44678,44678,Saudi Arabia,,1926,,,,,,,1.91,42.0
44720,44720,Yemen,,1926,,,,,,,1.75,37.6
44728,44728,United Arab Emirates,,1927,,,,,,,44.3,34.8
44741,44741,Bahrain,,1927,,,,,,,3.66,40.8
44819,44819,Kuwait,,1927,,,,,,,3.99,40.6
44857,44857,Oman,,1927,,,,,,,898.0,42.7
44869,44869,Qatar,,1927,,,,,,,1.61,41.4
44873,44873,Saudi Arabia,,1927,,,,,,,1.98,41.9
44915,44915,Yemen,,1927,,,,,,,1.75,37.6
44923,44923,United Arab Emirates,,1928,,,,,,,45.8,34.8
44936,44936,Bahrain,,1928,,,,,,,3.68,40.8
45014,45014,Kuwait,,1928,,,,,,,4.0,40.6
45052,45052,Oman,,1928,,,,,,,901.0,42.7
45064,45064,Qatar,,1928,,,,,,,1.59,41.4
45068,45068,Saudi Arabia,,1928,,,,,,,2.05,41.9
45110,45110,Yemen,,1928,,,,,,,1.76,37.6
45118,45118,United Arab Emirates,,1929,,,,,,,44.8,34.8
45131,45131,Bahrain,,1929,,,,,,,3.7,40.8
45209,45209,Kuwait,,1929,,,,,,,3.71,40.7
45247,45247,Oman,,1929,,,,,,,903.0,42.7
45259,45259,Qatar,,1929,,,,,,,1.43,41.6
45263,45263,Saudi Arabia,,1929,,,,,,,2.13,41.8
45305,45305,Yemen,,1929,,,,,,,1.76,37.6
45313,45313,United Arab Emirates,,1930,,,,,,,43.8,34.8
45326,45326,Bahrain,,1930,,,,,,,3.72,40.8
45404,45404,Kuwait,,1930,,,,,,,3.44,40.9
45442,45442,Oman,,1930,,,,,,,906.0,42.7
45454,45454,Qatar,,1930,,,,,,,1.29,41.8
45458,45458,Saudi Arabia,,1930,,,,,,,2.21,41.7
45500,45500,Yemen,,1930,,,,,,,1.77,37.6
45508,45508,United Arab Emirates,,1931,,,,,,,42.8,34.9
45521,45521,Bahrain,,1931,,,,,,,3.74,40.8
45599,45599,Kuwait,,1931,,,,,,,3.19,41.0
45637,45637,Oman,,1931,,,,,,,907.0,42.7
45649,45649,Qatar,,1931,,,,,,,1.16,42.0
45653,45653,Saudi Arabia,,1931,,,,,,,2.28,41.6
45695,45695,Yemen,,1931,,,,,,,1.77,37.6
45703,45703,United Arab Emirates,,1932,,,,,,,41.8,34.9
45716,45716,Bahrain,,1932,,,,,,,3.76,40.8
45794,45794,Kuwait,,1932,,,,,,,2.96,41.2
45832,45832,Oman,,1932,,,,,,,909.0,42.7
45844,45844,Qatar,,1932,,,,,,,1.05,42.2
45848,45848,Saudi Arabia,,1932,,,,,,,2.37,41.6
45890,45890,Yemen,,1932,,,,,,,1.78,37.6
45898,45898,United Arab Emirates,,1933,,,,,,,40.8,35.0
45911,45911,Bahrain,,1933,,,,,,,3.77,40.8
45989,45989,Kuwait,,1933,,,,,,,2.74,41.3
46027,46027,Oman,,1933,,,,,,,0.91,42.7
46039,46039,Qatar,,1933,,,,,,,945.0,42.4
46043,46043,Saudi Arabia,,1933,,,,,,,2.45,41.5
46085,46085,Yemen,,1933,,,,,,,1.78,37.6
46093,46093,United Arab Emirates,,1934,,,,,,,39.8,35.0
46106,46106,Bahrain,,1934,,,,,,,3.79,40.7
46184,46184,Kuwait,,1934,,,,,,,2.79,41.3
46222,46222,Oman,,1934,,,,,,,0.91,42.7
46234,46234,Qatar,,1934,,,,,,,852.0,42.6
46238,46238,Saudi Arabia,,1934,,,,,,,2.54,41.4
46280,46280,Yemen,,1934,,,,,,,1.79,37.5
46288,46288,United Arab Emirates,,1935,,,,,,,41.2,34.9
46301,46301,Bahrain,,1935,,,,,,,4.22,40.5
46379,46379,Kuwait,,1935,,,,,,,2.85,41.3
46417,46417,Oman,,1935,,,,,,,911.0,42.7
46429,46429,Qatar,,1935,,,,,,,844.0,42.6
46433,46433,Saudi Arabia,,1935,,,,,,,2.63,41.4
46475,46475,Yemen,,1935,,,,,,,1.79,37.5
46483,46483,United Arab Emirates,,1936,,,,,,,42.6,34.9
46496,46496,Bahrain,,1936,,,,,,,4.69,40.3
46574,46574,Kuwait,,1936,,,,,,,2.9,41.2
46612,46612,Oman,,1936,,,,,,,0.91,42.7
46624,46624,Qatar,,1936,,,,,,,837.0,42.6
46628,46628,Saudi Arabia,,1936,,,,,,,2.73,41.3
46670,46670,Yemen,,1936,,,,,,,1.8,37.5
46678,46678,United Arab Emirates,,1937,,,,,,,44.1,34.8
46691,46691,Bahrain,,1937,,,,,,,5.22,40.1
46769,46769,Kuwait,,1937,,,,,,,2.96,41.2
46807,46807,Oman,,1937,,,,,,,0.91,42.7
46819,46819,Qatar,,1937,,,,,,,829.0,42.6
46823,46823,Saudi Arabia,,1937,,,,,,,2.83,41.2
46865,46865,Yemen,,1937,,,,,,,1.8,37.5
46873,46873,United Arab Emirates,,1938,,,,,,,45.5,34.8
46886,46886,Bahrain,,1938,,,,,,,5.8,39.9
46964,46964,Kuwait,,1938,,,,,,,3.01,41.1
47002,47002,Oman,,1938,,,,,,,908.0,42.7
47014,47014,Qatar,,1938,,,,,,,822.0,42.7
47018,47018,Saudi Arabia,,1938,,,,,,,2.93,41.1
47060,47060,Yemen,,1938,,,,,,,1.81,37.5
47068,47068,United Arab Emirates,,1939,,,,,,,46.9,34.7
47081,47081,Bahrain,,1939,,,,,,,6.45,39.7
47159,47159,Kuwait,,1939,,,,,,,3.07,41.1
47197,47197,Oman,,1939,,,,,,,906.0,42.7
47209,47209,Qatar,,1939,,,,,,,815.0,42.7
47213,47213,Saudi Arabia,,1939,,,,,,,3.04,41.1
47255,47255,Yemen,,1939,,,,,,,1.81,37.5
47263,47263,United Arab Emirates,,1940,,,,,,,48.4,34.6
47276,47276,Bahrain,,1940,,,,,,,7.17,39.5
47354,47354,Kuwait,,1940,,,,,,,3.13,41.1
47392,47392,Oman,,1940,,,,,,,903.0,42.7
47404,47404,Qatar,,1940,,,,,,,808.0,42.7
47408,47408,Saudi Arabia,,1940,,,,,,,3.15,41.0
47450,47450,Yemen,,1940,,,,,,,1.82,37.5
47458,47458,United Arab Emirates,,1941,,,,,,,49.9,34.6
47471,47471,Bahrain,,1941,,,,,,,7.97,39.3
47549,47549,Kuwait,,1941,,,,,,,3.18,41.0
47587,47587,Oman,,1941,,,,,,,0.9,42.7
47599,47599,Qatar,,1941,,,,,,,0.8,42.7
47603,47603,Saudi Arabia,,1941,,,,,,,3.26,40.9
47645,47645,Yemen,,1941,,,,,,,1.84,37.5
47653,47653,United Arab Emirates,,1942,,,,,,,51.5,34.5
47666,47666,Bahrain,,1942,,,,,,,8.86,39.1
47744,47744,Kuwait,,1942,,,,,,,3.25,41.0
47782,47782,Oman,,1942,,,,,,,896.0,42.7
47794,47794,Qatar,,1942,,,,,,,793.0,42.7
47798,47798,Saudi Arabia,,1942,,,,,,,3.38,40.9
47840,47840,Yemen,,1942,,,,,,,1.87,37.5
47848,47848,United Arab Emirates,,1943,,,,,,,53.0,34.5
47861,47861,Bahrain,,1943,,,,,,,9.85,38.9
47939,47939,Kuwait,,1943,,,,,,,3.3,41.0
47977,47977,Oman,,1943,,,,,,,891.0,42.7
47989,47989,Qatar,,1943,,,,,,,785.0,42.8
47993,47993,Saudi Arabia,,1943,,,,,,,3.5,40.8
48035,48035,Yemen,,1943,,,,,,,1.89,37.5
48043,48043,United Arab Emirates,,1944,,,,,,,54.5,34.4
48056,48056,Bahrain,,1944,,,,,,,11.0,38.6
48134,48134,Kuwait,,1944,,,,,,,3.37,40.9
48172,48172,Oman,,1944,,,,,,,886.0,42.7
48184,48184,Qatar,,1944,,,,,,,778.0,42.8
48188,48188,Saudi Arabia,,1944,,,,,,,3.63,40.7
48230,48230,Yemen,,1944,,,,,,,1.92,37.5
48421,48421,United Arab Emirates,,2021,,,,,,,85.8,26.7
48434,48434,Bahrain,,2021,,,,,,,48.7,36.3
48512,48512,Kuwait,,2021,,,,,,,48.9,36.1
48550,48550,Oman,,2021,,,,,,,19.3,37.9
48562,48562,Qatar,,2021,,,,,,,59.5,34.2
48566,48566,Saudi Arabia,,2021,,,,,,,48.8,36.8
48608,48608,Yemen,,2021,,,,,,,2.14,38.5
