,Unnamed: 0,country,continent,year,happiness,democracy_score,index_of_functioning_goverment,code,population,women_in_parliament_%,daily_income_usd,income_inequlity
23889,23889,Switzerland,,1820,,,,,,,3.78,39.9
23897,23897,Comoros,,1820,,,,,,,2.7,35.1
23906,23906,Denmark,,1820,,,,,,,2.84,54.0
23915,23915,Finland,,1820,,,,,,,1.58,47.1
23934,23934,Haiti,,1820,,,,,,,871.0,47.7
23941,23941,Iceland,,1820,,,,,,,1.13,25.8
23987,23987,Netherlands,,1820,,,,,,,3.77,56.0
23988,23988,Norway,,1820,,,,,,,1.4,38.3
23991,23991,New Zealand,,1820,,,,,,,1.03,38.2
24007,24007,Rwanda,,1820,,,,,,,1.14,42.5
24018,24018,South Sudan,,1820,,,,,,,401.0,51.0
24023,24023,Sweden,,1820,,,,,,,1.68,49.6
24028,24028,Togo,,1820,,,,,,,1.64,42.4
24039,24039,Tanzania,,1820,,,,,,,744.0,28.8
24050,24050,Yemen,,1820,,,,,,,1.3,50.0
24054,24054,Afghanistan,,1821,,,,,,,926.0,30.5
24062,24062,Australia,,1821,,,,,,,1.25,38.7
24065,24065,Burundi,,1821,,,,,,,553.0,34.3
24082,24082,Central African Republic,,1821,,,,,,,506.0,57.8
24083,24083,Canada,,1821,,,,,,,2.36,43.7
24084,24084,Switzerland,,1821,,,,,,,3.78,40.0
24092,24092,Comoros,,1821,,,,,,,2.71,35.1
24101,24101,Denmark,,1821,,,,,,,2.95,54.0
24110,24110,Finland,,1821,,,,,,,1.59,47.1
24129,24129,Haiti,,1821,,,,,,,881.0,47.7
24136,24136,Iceland,,1821,,,,,,,1.14,25.8
24182,24182,Netherlands,,1821,,,,,,,3.7,55.8
24183,24183,Norway,,1821,,,,,,,1.4,38.3
24186,24186,New Zealand,,1821,,,,,,,1.06,38.2
24202,24202,Rwanda,,1821,,,,,,,1.14,42.5
24213,24213,South Sudan,,1821,,,,,,,402.0,51.0
24218,24218,Sweden,,1821,,,,,,,1.73,49.4
24223,24223,Togo,,1821,,,,,,,1.65,42.4
24234,24234,Tanzania,,1821,,,,,,,745.0,28.8
24245,24245,Yemen,,1821,,,,,,,1.3,50.1
24249,24249,Afghanistan,,1822,,,,,,,929.0,30.5
24257,24257,Australia,,1822,,,,,,,1.29,38.7
24260,24260,Burundi,,1822,,,,,,,555.0,34.3
24277,24277,Central African Republic,,1822,,,,,,,509.0,57.8
24278,24278,Canada,,1822,,,,,,,2.38,43.3
24279,24279,Switzerland,,1822,,,,,,,3.78,40.2
24287,24287,Comoros,,1822,,,,,,,2.71,35.1
24296,24296,Denmark,,1822,,,,,,,2.96,53.9
24305,24305,Finland,,1822,,,,,,,1.59,47.1
24324,24324,Haiti,,1822,,,,,,,888.0,47.7
24331,24331,Iceland,,1822,,,,,,,1.16,25.8
24377,24377,Netherlands,,1822,,,,,,,3.74,55.6
24378,24378,Norway,,1822,,,,,,,1.41,38.2
24381,24381,New Zealand,,1822,,,,,,,1.09,38.2
24397,24397,Rwanda,,1822,,,,,,,1.14,42.5
24408,24408,South Sudan,,1822,,,,,,,405.0,51.0
24413,24413,Sweden,,1822,,,,,,,1.74,49.2
24418,24418,Togo,,1822,,,,,,,1.66,42.4
24429,24429,Tanzania,,1822,,,,,,,748.0,28.8
24440,24440,Yemen,,1822,,,,,,,1.3,50.2
24444,24444,Afghanistan,,1823,,,,,,,932.0,30.5
24452,24452,Australia,,1823,,,,,,,1.33,38.7
24455,24455,Burundi,,1823,,,,,,,555.0,34.3
24472,24472,Central African Republic,,1823,,,,,,,512.0,57.8
24473,24473,Canada,,1823,,,,,,,2.4,42.8
24474,24474,Switzerland,,1823,,,,,,,3.78,40.4
24482,24482,Comoros,,1823,,,,,,,2.71,35.1
24491,24491,Denmark,,1823,,,,,,,2.92,53.9
24500,24500,Finland,,1823,,,,,,,1.6,47.1
24519,24519,Haiti,,1823,,,,,,,898.0,47.7
24526,24526,Iceland,,1823,,,,,,,1.17,25.8
24572,24572,Netherlands,,1823,,,,,,,3.92,55.4
24573,24573,Norway,,1823,,,,,,,1.41,38.1
24576,24576,New Zealand,,1823,,,,,,,1.12,38.2
24592,24592,Rwanda,,1823,,,,,,,1.14,42.5
24603,24603,South Sudan,,1823,,,,,,,406.0,51.0
24608,24608,Sweden,,1823,,,,,,,1.72,49.0
24613,24613,Togo,,1823,,,,,,,1.66,42.4
24624,24624,Tanzania,,1823,,,,,,,749.0,28.8
24635,24635,Yemen,,1823,,,,,,,1.31,50.3
24639,24639,Afghanistan,,1824,,,,,,,934.0,30.5
24647,24647,Australia,,1824,,,,,,,1.4,38.7
24650,24650,Burundi,,1824,,,,,,,555.0,34.3
24667,24667,Central African Republic,,1824,,,,,,,514.0,57.8
24668,24668,Canada,,1824,,,,,,,2.43,42.3
24669,24669,Switzerland,,1824,,,,,,,3.78,40.5
24677,24677,Comoros,,1824,,,,,,,2.71,35.1
24686,24686,Denmark,,1824,,,,,,,2.96,53.8
24695,24695,Finland,,1824,,,,,,,1.61,47.1
24714,24714,Haiti,,1824,,,,,,,908.0,47.7
24721,24721,Iceland,,1824,,,,,,,1.18,25.8
24767,24767,Netherlands,,1824,,,,,,,3.89,55.2
24768,24768,Norway,,1824,,,,,,,1.42,38.0
24771,24771,New Zealand,,1824,,,,,,,1.15,38.2
24787,24787,Rwanda,,1824,,,,,,,1.14,42.5
24798,24798,South Sudan,,1824,,,,,,,408.0,51.0
24803,24803,Sweden,,1824,,,,,,,1.76,48.8
24808,24808,Togo,,1824,,,,,,,1.67,42.4
24819,24819,Tanzania,,1824,,,,,,,751.0,28.8
24830,24830,Yemen,,1824,,,,,,,1.31,50.4
24834,24834,Afghanistan,,1825,,,,,,,939.0,30.5
24842,24842,Australia,,1825,,,,,,,1.47,38.7
24845,24845,Burundi,,1825,,,,,,,557.0,34.3
24862,24862,Central African Republic,,1825,,,,,,,517.0,57.8
24863,24863,Canada,,1825,,,,,,,2.45,42.0
24864,24864,Switzerland,,1825,,,,,,,3.79,40.8
24872,24872,Comoros,,1825,,,,,,,2.72,35.1
24881,24881,Denmark,,1825,,,,,,,2.95,53.7
24890,24890,Finland,,1825,,,,,,,1.62,47.1
24909,24909,Haiti,,1825,,,,,,,916.0,47.7
24916,24916,Iceland,,1825,,,,,,,1.2,25.8
24962,24962,Netherlands,,1825,,,,,,,3.8,55.0
24963,24963,Norway,,1825,,,,,,,1.42,37.9
24966,24966,New Zealand,,1825,,,,,,,1.18,38.2
24982,24982,Rwanda,,1825,,,,,,,1.15,42.5
24993,24993,South Sudan,,1825,,,,,,,0.41,50.9
24998,24998,Sweden,,1825,,,,,,,1.81,48.5
25003,25003,Togo,,1825,,,,,,,1.68,42.4
25014,25014,Tanzania,,1825,,,,,,,752.0,28.8
25025,25025,Yemen,,1825,,,,,,,1.31,50.5
25029,25029,Afghanistan,,1826,,,,,,,941.0,30.5
25037,25037,Australia,,1826,,,,,,,1.5,38.7
25040,25040,Burundi,,1826,,,,,,,557.0,34.3
25057,25057,Central African Republic,,1826,,,,,,,0.52,57.8
25058,25058,Canada,,1826,,,,,,,2.48,41.4
25059,25059,Switzerland,,1826,,,,,,,3.79,41.0
25067,25067,Comoros,,1826,,,,,,,2.72,35.1
25076,25076,Denmark,,1826,,,,,,,2.96,53.6
25085,25085,Finland,,1826,,,,,,,1.62,47.1
25104,25104,Haiti,,1826,,,,,,,926.0,47.7
25111,25111,Iceland,,1826,,,,,,,1.21,25.8
25157,25157,Netherlands,,1826,,,,,,,3.85,54.7
25158,25158,Norway,,1826,,,,,,,1.43,37.7
25161,25161,New Zealand,,1826,,,,,,,1.21,38.2
25177,25177,Rwanda,,1826,,,,,,,1.15,42.5
25188,25188,South Sudan,,1826,,,,,,,413.0,50.9
25193,25193,Sweden,,1826,,,,,,,1.82,48.2
25198,25198,Togo,,1826,,,,,,,1.69,42.4
25209,25209,Tanzania,,1826,,,,,,,756.0,28.8
25220,25220,Yemen,,1826,,,,,,,1.32,50.7
25224,25224,Afghanistan,,1827,,,,,,,944.0,30.5
25232,25232,Australia,,1827,,,,,,,1.55,38.7
25235,25235,Burundi,,1827,,,,,,,558.0,34.3
25252,25252,Central African Republic,,1827,,,,,,,522.0,57.8
25253,25253,Canada,,1827,,,,,,,2.5,40.9
25254,25254,Switzerland,,1827,,,,,,,3.79,41.2
25262,25262,Comoros,,1827,,,,,,,2.72,35.1
25271,25271,Denmark,,1827,,,,,,,3.01,53.5
25280,25280,Finland,,1827,,,,,,,1.63,47.1
25299,25299,Haiti,,1827,,,,,,,935.0,47.7
25306,25306,Iceland,,1827,,,,,,,1.22,25.8
25352,25352,Netherlands,,1827,,,,,,,4.08,54.4
25353,25353,Norway,,1827,,,,,,,1.44,37.6
25356,25356,New Zealand,,1827,,,,,,,1.24,38.2
25372,25372,Rwanda,,1827,,,,,,,1.15,42.5
25383,25383,South Sudan,,1827,,,,,,,414.0,50.9
25388,25388,Sweden,,1827,,,,,,,1.73,47.9
25393,25393,Togo,,1827,,,,,,,1.7,42.4
25404,25404,Tanzania,,1827,,,,,,,757.0,28.8
25415,25415,Yemen,,1827,,,,,,,1.32,50.8
25419,25419,Afghanistan,,1828,,,,,,,947.0,30.5
25427,25427,Australia,,1828,,,,,,,1.59,38.7
25430,25430,Burundi,,1828,,,,,,,558.0,34.3
25447,25447,Central African Republic,,1828,,,,,,,524.0,57.8
25448,25448,Canada,,1828,,,,,,,2.53,40.3
25449,25449,Switzerland,,1828,,,,,,,3.79,41.5
25457,25457,Comoros,,1828,,,,,,,2.73,35.1
25466,25466,Denmark,,1828,,,,,,,3.03,53.4
25475,25475,Finland,,1828,,,,,,,1.64,47.1
25494,25494,Haiti,,1828,,,,,,,945.0,47.7
25501,25501,Iceland,,1828,,,,,,,1.23,25.8
25547,25547,Netherlands,,1828,,,,,,,4.17,54.1
25548,25548,Norway,,1828,,,,,,,1.44,37.5
25551,25551,New Zealand,,1828,,,,,,,1.27,38.2
25567,25567,Rwanda,,1828,,,,,,,1.15,42.5
25578,25578,South Sudan,,1828,,,,,,,416.0,50.9
25583,25583,Sweden,,1828,,,,,,,1.76,47.6
25588,25588,Togo,,1828,,,,,,,1.71,42.4
25599,25599,Tanzania,,1828,,,,,,,759.0,28.8
25610,25610,Yemen,,1828,,,,,,,1.32,51.0
25614,25614,Afghanistan,,1829,,,,,,,951.0,30.5
25622,25622,Australia,,1829,,,,,,,1.67,38.7
25625,25625,Burundi,,1829,,,,,,,558.0,34.3
25642,25642,Central African Republic,,1829,,,,,,,526.0,57.8
25643,25643,Canada,,1829,,,,,,,2.55,39.7
25644,25644,Switzerland,,1829,,,,,,,3.79,41.7
25652,25652,Comoros,,1829,,,,,,,2.73,35.1
25661,25661,Denmark,,1829,,,,,,,2.96,53.3
25670,25670,Finland,,1829,,,,,,,1.65,47.1
25689,25689,Haiti,,1829,,,,,,,955.0,47.7
25696,25696,Iceland,,1829,,,,,,,1.25,25.8
25742,25742,Netherlands,,1829,,,,,,,4.18,53.9
25743,25743,Norway,,1829,,,,,,,1.45,37.3
25746,25746,New Zealand,,1829,,,,,,,1.31,38.2
25762,25762,Rwanda,,1829,,,,,,,1.15,42.5
25773,25773,South Sudan,,1829,,,,,,,418.0,50.9
25778,25778,Sweden,,1829,,,,,,,1.79,47.3
25783,25783,Togo,,1829,,,,,,,1.71,42.4
25794,25794,Tanzania,,1829,,,,,,,0.76,28.8
25805,25805,Yemen,,1829,,,,,,,1.33,51.1
25809,25809,Afghanistan,,1830,,,,,,,954.0,30.5
25817,25817,Australia,,1830,,,,,,,2.03,38.7
25820,25820,Burundi,,1830,,,,,,,559.0,34.3
25837,25837,Central African Republic,,1830,,,,,,,529.0,57.8
25838,25838,Canada,,1830,,,,,,,2.58,39.0
25839,25839,Switzerland,,1830,,,,,,,3.8,42.0
25847,25847,Comoros,,1830,,,,,,,2.73,35.1
25856,25856,Denmark,,1830,,,,,,,2.97,53.2
25865,25865,Finland,,1830,,,,,,,1.66,47.1
25884,25884,Haiti,,1830,,,,,,,964.0,47.7
25891,25891,Iceland,,1830,,,,,,,1.26,25.8
25937,25937,Netherlands,,1830,,,,,,,3.81,53.6
25938,25938,Norway,,1830,,,,,,,1.45,37.2
25941,25941,New Zealand,,1830,,,,,,,1.34,38.2
25957,25957,Rwanda,,1830,,,,,,,1.15,42.5
25968,25968,South Sudan,,1830,,,,,,,0.42,50.9
25973,25973,Sweden,,1830,,,,,,,1.74,47.0
25978,25978,Togo,,1830,,,,,,,1.72,42.4
25989,25989,Tanzania,,1830,,,,,,,763.0,28.8
26000,26000,Yemen,,1830,,,,,,,1.33,51.3
26004,26004,Afghanistan,,1831,,,,,,,956.0,30.5
26012,26012,Australia,,1831,,,,,,,2.1,38.7
26015,26015,Burundi,,1831,,,,,,,559.0,34.3
26032,26032,Central African Republic,,1831,,,,,,,532.0,57.8
26033,26033,Canada,,1831,,,,,,,2.62,38.4
26034,26034,Switzerland,,1831,,,,,,,3.8,42.2
26042,26042,Comoros,,1831,,,,,,,2.73,35.1
26051,26051,Denmark,,1831,,,,,,,2.94,53.1
26060,26060,Finland,,1831,,,,,,,1.66,47.1
26079,26079,Haiti,,1831,,,,,,,974.0,47.7
26086,26086,Iceland,,1831,,,,,,,1.28,25.8
26132,26132,Netherlands,,1831,,,,,,,4.1,53.3
26133,26133,Norway,,1831,,,,,,,1.37,37.1
26136,26136,New Zealand,,1831,,,,,,,1.38,38.2
26152,26152,Rwanda,,1831,,,,,,,1.15,42.5
26163,26163,South Sudan,,1831,,,,,,,422.0,50.9
26168,26168,Sweden,,1831,,,,,,,1.78,46.7
26173,26173,Togo,,1831,,,,,,,1.73,42.4
26184,26184,Tanzania,,1831,,,,,,,766.0,28.8
26195,26195,Yemen,,1831,,,,,,,1.34,51.4
26199,26199,Afghanistan,,1832,,,,,,,0.96,30.5
26207,26207,Australia,,1832,,,,,,,2.14,38.7
26210,26210,Burundi,,1832,,,,,,,0.56,34.3
26227,26227,Central African Republic,,1832,,,,,,,535.0,57.8
26228,26228,Canada,,1832,,,,,,,2.66,37.8
26229,26229,Switzerland,,1832,,,,,,,3.8,42.4
26237,26237,Comoros,,1832,,,,,,,2.74,35.1
26246,26246,Denmark,,1832,,,,,,,3.02,53.1
26255,26255,Finland,,1832,,,,,,,1.67,47.1
26274,26274,Haiti,,1832,,,,,,,985.0,47.7
26281,26281,Iceland,,1832,,,,,,,1.29,25.8
26327,26327,Netherlands,,1832,,,,,,,4.29,53.1
26328,26328,Norway,,1832,,,,,,,1.4,37.0
26331,26331,New Zealand,,1832,,,,,,,1.42,38.2
26347,26347,Rwanda,,1832,,,,,,,1.16,42.5
26358,26358,South Sudan,,1832,,,,,,,425.0,50.9
26363,26363,Sweden,,1832,,,,,,,1.73,46.4
26368,26368,Togo,,1832,,,,,,,1.74,42.4
26379,26379,Tanzania,,1832,,,,,,,768.0,28.8
26390,26390,Yemen,,1832,,,,,,,1.34,51.6
26394,26394,Afghanistan,,1833,,,,,,,964.0,30.5
26402,26402,Australia,,1833,,,,,,,2.15,38.7
26405,26405,Burundi,,1833,,,,,,,0.56,34.3
26422,26422,Central African Republic,,1833,,,,,,,537.0,57.8
26423,26423,Canada,,1833,,,,,,,2.7,37.2
26424,26424,Switzerland,,1833,,,,,,,3.8,42.7
26432,26432,Comoros,,1833,,,,,,,2.74,35.1
26441,26441,Denmark,,1833,,,,,,,2.98,53.0
26450,26450,Finland,,1833,,,,,,,1.68,47.1
26469,26469,Haiti,,1833,,,,,,,995.0,47.7
26476,26476,Iceland,,1833,,,,,,,1.3,25.8
26522,26522,Netherlands,,1833,,,,,,,4.2,52.8
26523,26523,Norway,,1833,,,,,,,1.52,36.8
26526,26526,New Zealand,,1833,,,,,,,1.45,38.2
26542,26542,Rwanda,,1833,,,,,,,1.16,42.5
26553,26553,South Sudan,,1833,,,,,,,427.0,50.9
26558,26558,Sweden,,1833,,,,,,,1.78,46.1
26563,26563,Togo,,1833,,,,,,,1.75,42.4
26574,26574,Tanzania,,1833,,,,,,,0.77,28.8
26585,26585,Yemen,,1833,,,,,,,1.34,51.7
26589,26589,Afghanistan,,1834,,,,,,,967.0,30.5
26597,26597,Australia,,1834,,,,,,,2.26,38.7
26600,26600,Burundi,,1834,,,,,,,0.56,34.3
26617,26617,Central African Republic,,1834,,,,,,,0.54,57.8
26618,26618,Canada,,1834,,,,,,,2.74,36.6
26619,26619,Switzerland,,1834,,,,,,,3.8,42.9
26627,26627,Comoros,,1834,,,,,,,2.74,35.1
26636,26636,Denmark,,1834,,,,,,,3.12,52.9
26645,26645,Finland,,1834,,,,,,,1.69,47.1
26664,26664,Haiti,,1834,,,,,,,1.0,47.7
26671,26671,Iceland,,1834,,,,,,,1.32,25.8
26717,26717,Netherlands,,1834,,,,,,,4.23,52.5
26718,26718,Norway,,1834,,,,,,,1.54,36.7
26721,26721,New Zealand,,1834,,,,,,,1.49,38.2
26737,26737,Rwanda,,1834,,,,,,,1.16,42.5
26748,26748,South Sudan,,1834,,,,,,,428.0,50.9
26753,26753,Sweden,,1834,,,,,,,1.81,45.9
26758,26758,Togo,,1834,,,,,,,1.75,42.4
26769,26769,Tanzania,,1834,,,,,,,771.0,28.8
26780,26780,Yemen,,1834,,,,,,,1.35,51.9
26784,26784,Afghanistan,,1835,,,,,,,0.97,30.5
26792,26792,Australia,,1835,,,,,,,2.74,38.7
26795,26795,Burundi,,1835,,,,,,,562.0,34.3
26812,26812,Central African Republic,,1835,,,,,,,542.0,57.8
26813,26813,Canada,,1835,,,,,,,2.78,36.0
26814,26814,Switzerland,,1835,,,,,,,3.81,43.2
26822,26822,Comoros,,1835,,,,,,,2.74,35.1
26831,26831,Denmark,,1835,,,,,,,3.07,52.8
26840,26840,Finland,,1835,,,,,,,1.7,47.1
26859,26859,Haiti,,1835,,,,,,,1.01,47.7
26866,26866,Iceland,,1835,,,,,,,1.33,25.8
26912,26912,Netherlands,,1835,,,,,,,4.22,52.3
26913,26913,Norway,,1835,,,,,,,1.52,36.6
26916,26916,New Zealand,,1835,,,,,,,1.53,38.2
26932,26932,Rwanda,,1835,,,,,,,1.16,42.5
26943,26943,South Sudan,,1835,,,,,,,431.0,50.8
26948,26948,Sweden,,1835,,,,,,,1.8,45.6
26953,26953,Togo,,1835,,,,,,,1.77,42.4
26964,26964,Tanzania,,1835,,,,,,,773.0,28.8
26975,26975,Yemen,,1835,,,,,,,1.35,52.1
26979,26979,Afghanistan,,1836,,,,,,,973.0,30.5
26987,26987,Australia,,1836,,,,,,,2.69,38.7
26990,26990,Burundi,,1836,,,,,,,562.0,34.3
27007,27007,Central African Republic,,1836,,,,,,,545.0,57.8
27008,27008,Canada,,1836,,,,,,,2.82,35.4
27009,27009,Switzerland,,1836,,,,,,,3.81,43.4
27017,27017,Comoros,,1836,,,,,,,2.75,35.1
27026,27026,Denmark,,1836,,,,,,,3.05,52.7
27035,27035,Finland,,1836,,,,,,,1.7,47.1
27054,27054,Haiti,,1836,,,,,,,1.03,47.7
27061,27061,Iceland,,1836,,,,,,,1.35,25.8
27107,27107,Netherlands,,1836,,,,,,,4.36,52.0
27108,27108,Norway,,1836,,,,,,,1.48,36.5
27111,27111,New Zealand,,1836,,,,,,,1.57,38.2
27127,27127,Rwanda,,1836,,,,,,,1.16,42.5
27138,27138,South Sudan,,1836,,,,,,,433.0,50.8
27143,27143,Sweden,,1836,,,,,,,1.86,45.3
27148,27148,Togo,,1836,,,,,,,1.77,42.4
27159,27159,Tanzania,,1836,,,,,,,775.0,28.8
27170,27170,Yemen,,1836,,,,,,,1.36,52.2
27174,27174,Afghanistan,,1837,,,,,,,977.0,30.5
27182,27182,Australia,,1837,,,,,,,2.82,38.7
27185,27185,Burundi,,1837,,,,,,,563.0,34.3
27202,27202,Central African Republic,,1837,,,,,,,548.0,57.8
27203,27203,Canada,,1837,,,,,,,2.87,34.8
27204,27204,Switzerland,,1837,,,,,,,3.81,43.7
27212,27212,Comoros,,1837,,,,,,,2.75,35.1
27221,27221,Denmark,,1837,,,,,,,3.11,52.6
27230,27230,Finland,,1837,,,,,,,1.71,47.1
27249,27249,Haiti,,1837,,,,,,,1.04,47.7
27256,27256,Iceland,,1837,,,,,,,1.36,25.8
27302,27302,Netherlands,,1837,,,,,,,4.46,51.8
27303,27303,Norway,,1837,,,,,,,1.48,36.3
27306,27306,New Zealand,,1837,,,,,,,1.61,38.2
27322,27322,Rwanda,,1837,,,,,,,1.16,42.5
27333,27333,South Sudan,,1837,,,,,,,434.0,50.8
27338,27338,Sweden,,1837,,,,,,,1.84,45.0
27343,27343,Togo,,1837,,,,,,,1.78,42.4
27354,27354,Tanzania,,1837,,,,,,,778.0,28.8
27365,27365,Yemen,,1837,,,,,,,1.36,52.4
27369,27369,Afghanistan,,1838,,,,,,,981.0,30.5
27377,27377,Australia,,1838,,,,,,,2.79,38.7
27380,27380,Burundi,,1838,,,,,,,563.0,34.3
27397,27397,Central African Republic,,1838,,,,,,,551.0,57.8
27398,27398,Canada,,1838,,,,,,,2.91,34.2
27399,27399,Switzerland,,1838,,,,,,,3.81,43.9
27407,27407,Comoros,,1838,,,,,,,2.75,35.1
27416,27416,Denmark,,1838,,,,,,,3.1,52.5
27425,27425,Finland,,1838,,,,,,,1.72,47.1
27444,27444,Haiti,,1838,,,,,,,1.05,47.7
27451,27451,Iceland,,1838,,,,,,,1.38,25.8
27497,27497,Netherlands,,1838,,,,,,,4.51,51.5
27498,27498,Norway,,1838,,,,,,,1.49,36.2
27501,27501,New Zealand,,1838,,,,,,,1.66,38.2
27517,27517,Rwanda,,1838,,,,,,,1.16,42.5
27528,27528,South Sudan,,1838,,,,,,,437.0,50.8
27533,27533,Sweden,,1838,,,,,,,1.81,44.8
27538,27538,Togo,,1838,,,,,,,1.79,42.4
27549,27549,Tanzania,,1838,,,,,,,0.78,28.8
27560,27560,Yemen,,1838,,,,,,,1.36,52.5
27564,27564,Afghanistan,,1839,,,,,,,984.0,30.5
27572,27572,Australia,,1839,,,,,,,2.6,38.7
27575,27575,Burundi,,1839,,,,,,,563.0,34.3
27592,27592,Central African Republic,,1839,,,,,,,553.0,57.8
27593,27593,Canada,,1839,,,,,,,2.95,33.6
27594,27594,Switzerland,,1839,,,,,,,3.81,44.2
27602,27602,Comoros,,1839,,,,,,,2.75,35.1
27611,27611,Denmark,,1839,,,,,,,3.11,52.4
27620,27620,Finland,,1839,,,,,,,1.73,47.1
27639,27639,Haiti,,1839,,,,,,,1.06,47.7
27646,27646,Iceland,,1839,,,,,,,1.39,25.8
27692,27692,Netherlands,,1839,,,,,,,4.51,51.2
27693,27693,Norway,,1839,,,,,,,1.51,36.1
27696,27696,New Zealand,,1839,,,,,,,1.7,38.2
27712,27712,Rwanda,,1839,,,,,,,1.17,42.5
27723,27723,South Sudan,,1839,,,,,,,439.0,50.8
27728,27728,Sweden,,1839,,,,,,,1.83,44.5
27733,27733,Togo,,1839,,,,,,,1.8,42.4
27744,27744,Tanzania,,1839,,,,,,,782.0,28.8
27755,27755,Yemen,,1839,,,,,,,1.37,52.7
27759,27759,Afghanistan,,1840,,,,,,,986.0,30.5
27767,27767,Australia,,1840,,,,,,,3.28,38.7
27770,27770,Burundi,,1840,,,,,,,564.0,34.3
27787,27787,Central African Republic,,1840,,,,,,,555.0,57.8
27788,27788,Canada,,1840,,,,,,,3.0,33.0
27789,27789,Switzerland,,1840,,,,,,,3.82,44.4
27797,27797,Comoros,,1840,,,,,,,2.76,35.1
27806,27806,Denmark,,1840,,,,,,,3.19,52.4
27815,27815,Finland,,1840,,,,,,,1.74,47.1
27834,27834,Haiti,,1840,,,,,,,1.07,47.7
27841,27841,Iceland,,1840,,,,,,,1.41,25.8
27887,27887,Netherlands,,1840,,,,,,,4.55,51.0
27888,27888,Norway,,1840,,,,,,,1.62,36.0
27891,27891,New Zealand,,1840,,,,,,,1.75,38.2
27907,27907,Rwanda,,1840,,,,,,,1.17,42.5
27918,27918,South Sudan,,1840,,,,,,,441.0,50.8
27923,27923,Sweden,,1840,,,,,,,1.86,44.2
27928,27928,Togo,,1840,,,,,,,1.81,42.4
27939,27939,Tanzania,,1840,,,,,,,784.0,28.8
27950,27950,Yemen,,1840,,,,,,,1.37,52.8
27954,27954,Afghanistan,,1841,,,,,,,0.99,30.5
27962,27962,Australia,,1841,,,,,,,2.8,38.7
27965,27965,Burundi,,1841,,,,,,,564.0,34.3
27982,27982,Central African Republic,,1841,,,,,,,559.0,57.8
27983,27983,Canada,,1841,,,,,,,3.04,32.3
27984,27984,Switzerland,,1841,,,,,,,3.82,44.7
27992,27992,Comoros,,1841,,,,,,,2.76,35.1
28001,28001,Denmark,,1841,,,,,,,3.16,52.3
28010,28010,Finland,,1841,,,,,,,1.75,47.1
28029,28029,Haiti,,1841,,,,,,,1.08,47.7
28036,28036,Iceland,,1841,,,,,,,1.42,25.8
28082,28082,Netherlands,,1841,,,,,,,4.59,50.7
28083,28083,Norway,,1841,,,,,,,1.61,35.8
28086,28086,New Zealand,,1841,,,,,,,1.8,38.2
28102,28102,Rwanda,,1841,,,,,,,1.17,42.5
28113,28113,South Sudan,,1841,,,,,,,443.0,50.8
28118,28118,Sweden,,1841,,,,,,,1.84,43.9
28123,28123,Togo,,1841,,,,,,,1.82,42.4
28134,28134,Tanzania,,1841,,,,,,,785.0,28.8
28145,28145,Yemen,,1841,,,,,,,1.37,53.0
28149,28149,Afghanistan,,1842,,,,,,,993.0,30.5
28157,28157,Australia,,1842,,,,,,,2.56,38.7
28160,28160,Burundi,,1842,,,,,,,565.0,34.3
28177,28177,Central African Republic,,1842,,,,,,,561.0,57.8
28178,28178,Canada,,1842,,,,,,,3.08,31.7
28179,28179,Switzerland,,1842,,,,,,,3.82,44.9
28187,28187,Comoros,,1842,,,,,,,2.76,35.1
28196,28196,Denmark,,1842,,,,,,,3.14,52.2
28205,28205,Finland,,1842,,,,,,,1.75,47.1
28224,28224,Haiti,,1842,,,,,,,1.09,47.7
28231,28231,Iceland,,1842,,,,,,,1.44,25.8
28277,28277,Netherlands,,1842,,,,,,,4.48,50.5
28278,28278,Norway,,1842,,,,,,,1.59,35.7
28281,28281,New Zealand,,1842,,,,,,,1.84,38.2
28297,28297,Rwanda,,1842,,,,,,,1.17,42.5
28308,28308,South Sudan,,1842,,,,,,,446.0,50.8
28313,28313,Sweden,,1842,,,,,,,1.75,43.7
28318,28318,Togo,,1842,,,,,,,1.83,42.4
28329,28329,Tanzania,,1842,,,,,,,789.0,28.8
28340,28340,Yemen,,1842,,,,,,,1.38,53.1
28344,28344,Afghanistan,,1843,,,,,,,997.0,30.6
28352,28352,Australia,,1843,,,,,,,2.96,38.7
28355,28355,Burundi,,1843,,,,,,,565.0,34.3
28372,28372,Central African Republic,,1843,,,,,,,563.0,57.8
28373,28373,Canada,,1843,,,,,,,3.12,31.1
28374,28374,Switzerland,,1843,,,,,,,3.82,45.2
28382,28382,Comoros,,1843,,,,,,,2.77,35.1
28391,28391,Denmark,,1843,,,,,,,3.29,52.1
28400,28400,Finland,,1843,,,,,,,1.76,47.1
28419,28419,Haiti,,1843,,,,,,,1.1,47.7
28426,28426,Iceland,,1843,,,,,,,1.45,25.8
28472,28472,Netherlands,,1843,,,,,,,4.4,50.2
28473,28473,Norway,,1843,,,,,,,1.53,35.6
28476,28476,New Zealand,,1843,,,,,,,1.89,38.2
28492,28492,Rwanda,,1843,,,,,,,1.17,42.5
28503,28503,South Sudan,,1843,,,,,,,447.0,50.8
28508,28508,Sweden,,1843,,,,,,,1.79,43.4
28513,28513,Togo,,1843,,,,,,,1.83,42.4
28524,28524,Tanzania,,1843,,,,,,,791.0,28.8
28535,28535,Yemen,,1843,,,,,,,1.38,53.3
28539,28539,Afghanistan,,1844,,,,,,,1.0,30.7
