,Unnamed: 0,country,continent,year,happiness,democracy_score,index_of_functioning_goverment,code,population,women_in_parliament_%,daily_income_usd,income_inequlity
4,4,Burundi,Africa,2005,,,,BDI,7364857.0,31.7,1.49,34.4
6,6,Central African Republic,Africa,2005,,,,CAF,4038380.0,,2.12,57.2
15,15,Comoros,Africa,2005,,,,COM,611625.0,2.42,7.5,54.8
17,17,South Sudan,Africa,2005,,,,SSD,7535931.0,,2.65,46.7
29,29,Rwanda,Africa,2005,,,,RWA,8840220.0,47.1,2.19,52.0
45,45,Afghanistan,Asia,2005,,,,AFG,25654274.0,25.9,1.76,37.7
53,53,Togo,Africa,2005,,,,TGO,5611643.0,8.75,2.49,42.2
61,61,Tanzania,Africa,2005,,,,TZA,38450323.0,30.4,1.91,39.4
77,77,Yemen,Asia,2005,,,,,,0.44,4.9,34.7
89,89,Denmark,Europe,2005,80.2,,,DNK,5419432.0,36.9,48.0,25.2
98,98,Iceland,Europe,2005,,,,ISL,296734.0,31.8,48.6,29.0
107,107,Netherlands,Europe,2005,74.6,,,NLD,16319868.0,36.0,47.2,29.1
108,108,Norway,Europe,2005,,,,NOR,4623291.0,37.9,56.3,30.6
110,110,Finland,Europe,2005,,,,FIN,5246096.0,40.3,45.4,27.6
114,114,Sweden,Europe,2005,73.8,,,SWE,9029572.0,46.4,41.5,26.8
115,115,Switzerland,Europe,2005,,,,CHE,7437115.0,26.1,65.3,33.4
119,119,Canada,North America,2005,74.2,,,CAN,32243753.0,35.5,52.2,33.8
125,125,Haiti,North America,2005,,,,HTI,9195289.0,12.3,2.88,60.0
133,133,Australia,Australia and Oceania,2005,73.4,,,AUS,20394800.0,28.8,46.8,33.6
134,134,New Zealand,Australia and Oceania,2005,,,,NZL,4133900.0,32.2,40.5,32.9
148,148,Central African Republic,Africa,2006,,16.1,14.3,CAF,4118075.0,,1.41,56.9
152,152,Burundi,Africa,2006,,45.1,32.9,BDI,7607850.0,32.3,1.56,33.4
163,163,Comoros,Africa,2006,,39.0,32.1,COM,626427.0,1.82,7.28,53.6
166,166,South Sudan,Africa,2006,,,,SSD,7907407.0,,2.84,46.5
176,176,Rwanda,Africa,2006,42.1,38.2,35.7,RWA,9043342.0,49.8,2.29,51.0
189,189,Afghanistan,Asia,2006,,30.6,0.0,AFG,26433058.0,26.3,1.8,37.7
192,192,Togo,Africa,2006,32.0,17.5,7.9,TGO,5762881.0,8.93,2.49,42.2
219,219,Tanzania,Africa,2006,39.2,51.8,39.3,TZA,39548666.0,31.6,2.06,39.8
224,224,Yemen,Asia,2006,,29.8,27.1,,,0.49,4.84,34.9
236,236,Denmark,Europe,2006,,95.2,96.4,DNK,5437272.0,37.1,49.5,25.9
237,237,Finland,Europe,2006,76.7,92.5,100.0,FIN,5266268.0,41.1,46.1,28.0
246,246,Iceland,Europe,2006,,97.1,96.4,ISL,303782.0,32.2,55.7,30.3
254,254,Netherlands,Europe,2006,,96.6,92.9,NLD,16346101.0,36.7,50.1,30.0
255,255,Norway,Europe,2006,74.2,95.5,96.4,NOR,4660677.0,38.3,54.0,26.4
261,261,Sweden,Europe,2006,,98.8,100.0,SWE,9080505.0,47.3,43.9,26.4
262,262,Switzerland,Europe,2006,74.7,90.2,92.9,CHE,7483934.0,26.8,65.6,33.9
266,266,Canada,North America,2006,,90.7,96.4,CAN,32571174.0,26.6,53.8,33.8
272,272,Haiti,North America,2006,37.5,41.9,36.4,HTI,9344784.0,13.6,2.92,60.1
281,281,Australia,Australia and Oceania,2006,,90.9,89.3,AUS,20697900.0,29.2,48.4,34.2
282,282,New Zealand,Australia and Oceania,2006,73.1,90.1,85.7,NZL,4184600.0,32.7,41.2,32.5
301,301,Burundi,Africa,2007,,45.1,32.9,BDI,7862226.0,32.8,1.56,34.1
302,302,Central African Republic,Africa,2007,41.6,17.4,12.5,CAF,4198004.0,,2.38,56.5
304,304,Comoros,Africa,2007,,37.4,27.1,COM,641624.0,1.21,6.92,52.5
326,326,Rwanda,Africa,2007,,37.6,35.7,RWA,9273759.0,52.8,2.31,50.1
334,334,Togo,Africa,2007,,20.9,6.1,TGO,5920360.0,9.05,2.39,43.0
339,339,Afghanistan,Asia,2007,,30.4,3.95,AFG,27100542.0,26.6,1.99,37.7
341,341,Tanzania,Africa,2007,43.2,52.3,39.3,TZA,40681416.0,32.8,2.22,40.3
366,366,South Sudan,Africa,2007,,,,SSD,8315144.0,,3.09,46.4
374,374,Yemen,Asia,2007,44.8,29.6,26.1,,,0.53,4.83,35.2
379,379,Finland,Europe,2007,,92.5,100.0,FIN,5288720.0,41.8,47.8,28.3
395,395,Iceland,Europe,2007,,96.8,96.4,ISL,311566.0,32.5,58.8,29.5
398,398,Norway,Europe,2007,,96.2,96.4,NOR,4709153.0,38.8,59.7,27.1
403,403,Netherlands,Europe,2007,74.5,96.0,91.1,NLD,16381696.0,34.7,52.5,29.6
405,405,Denmark,Europe,2007,78.3,95.2,96.4,DNK,5461438.0,37.4,50.5,26.2
412,412,Sweden,Europe,2007,72.4,98.8,100.0,SWE,9148092.0,46.7,46.6,27.1
413,413,Switzerland,Europe,2007,,90.8,92.9,CHE,7551117.0,27.5,67.3,34.3
416,416,Canada,North America,2007,74.8,90.7,96.4,CAN,32889025.0,34.4,55.6,33.8
422,422,Haiti,North America,2007,,41.9,36.4,HTI,9495336.0,4.08,3.03,60.2
430,430,Australia,Australia and Oceania,2007,72.9,90.9,89.3,AUS,20827600.0,29.6,52.9,34.8
431,431,New Zealand,Australia and Oceania,2007,76.0,91.0,87.5,NZL,4223800.0,33.1,42.1,32.0
447,447,Burundi,Africa,2008,35.6,45.1,32.9,BDI,8126104.0,33.4,1.6,34.8
450,450,Central African Republic,Africa,2008,,18.6,10.7,CAF,4273368.0,,2.48,56.2
452,452,Comoros,Africa,2008,,35.8,22.1,COM,657227.0,0.61,6.79,51.4
472,472,Rwanda,Africa,2008,43.6,37.1,35.7,RWA,9524532.0,56.3,2.35,49.1
481,481,Togo,Africa,2008,28.1,24.3,4.3,TGO,6083417.0,9.49,2.41,43.7
486,486,Afghanistan,Asia,2008,37.2,30.2,7.9,AFG,27722281.0,26.9,2.02,37.7
496,496,Tanzania,Africa,2008,43.8,52.8,39.3,TZA,41853944.0,33.9,2.3,39.6
517,517,South Sudan,Africa,2008,,,,SSD,8736932.0,,3.1,46.4
521,521,Yemen,Asia,2008,,29.5,25.0,,,0.58,4.85,35.4
532,532,Denmark,Europe,2008,79.7,95.2,96.4,DNK,5493621.0,37.9,49.9,25.3
533,533,Finland,Europe,2008,76.7,92.5,100.0,FIN,5313399.0,41.9,48.3,27.8
541,541,Iceland,Europe,2008,68.9,96.5,96.4,ISL,317414.0,36.0,61.3,31.8
543,543,Norway,Europe,2008,76.3,96.8,96.4,NOR,4768212.0,39.2,61.9,27.0
550,550,Netherlands,Europe,2008,76.3,95.3,89.3,NLD,16445593.0,37.7,52.5,29.3
558,558,Sweden,Europe,2008,75.2,98.8,100.0,SWE,9219637.0,46.1,48.1,28.1
559,559,Switzerland,Europe,2008,,91.5,92.9,CHE,7647675.0,27.1,67.8,33.8
568,568,Haiti,North America,2008,38.5,41.9,36.4,HTI,9646570.0,4.72,3.06,60.3
573,573,Canada,North America,2008,74.9,90.7,96.4,CAN,33247118.0,25.3,56.3,33.8
577,577,Australia,Australia and Oceania,2008,72.5,90.9,89.3,AUS,21249200.0,29.5,55.6,35.4
578,578,New Zealand,Australia and Oceania,2008,73.8,91.9,89.3,NZL,4259800.0,33.6,41.3,33.3
597,597,Burundi,Africa,2009,37.9,42.6,32.9,BDI,8397661.0,34.0,1.62,35.5
599,599,Central African Republic,Africa,2009,,18.4,10.7,CAF,4337623.0,,2.65,56.7
601,601,Comoros,Africa,2009,34.8,35.0,22.1,COM,673251.0,0.0,6.6,50.4
611,611,South Sudan,Africa,2009,,,,SSD,9142258.0,,3.11,46.3
622,622,Rwanda,Africa,2009,40.3,34.8,41.0,RWA,9782770.0,53.8,2.37,48.1
636,636,Afghanistan,Asia,2009,44.0,27.5,7.9,AFG,28394806.0,27.3,2.4,37.7
646,646,Tanzania,Africa,2009,34.1,54.6,41.1,TZA,43073830.0,35.0,2.36,39.0
647,647,Togo,Africa,2009,,29.4,6.1,TGO,6250840.0,10.1,2.49,44.5
670,670,Yemen,Asia,2009,48.1,27.9,21.4,,,0.62,4.87,35.6
683,683,Finland,Europe,2009,,92.2,98.2,FIN,5338871.0,42.0,49.3,27.5
691,691,Iceland,Europe,2009,,96.5,96.4,ISL,318499.0,42.9,51.4,28.7
699,699,Netherlands,Europe,2009,,92.6,89.3,NLD,16530388.0,39.5,51.7,27.9
700,700,Norway,Europe,2009,,97.4,96.4,NOR,4828726.0,39.6,61.9,26.2
703,703,Denmark,Europe,2009,76.8,95.2,96.4,DNK,5523095.0,38.3,50.7,26.7
706,706,Sweden,Europe,2009,72.7,96.9,98.2,SWE,9298515.0,45.6,48.4,27.3
707,707,Switzerland,Europe,2009,75.2,91.2,92.9,CHE,7743831.0,26.7,67.5,32.9
711,711,Canada,North America,2009,74.9,90.8,94.7,CAN,33628895.0,35.0,55.9,33.7
717,717,Haiti,North America,2009,,41.0,27.5,HTI,9798046.0,6.9,3.42,60.4
725,725,Australia,Australia and Oceania,2009,,91.5,89.3,AUS,21691700.0,29.4,54.7,35.0
726,726,New Zealand,Australia and Oceania,2009,,92.3,91.1,NZL,4302600.0,33.1,40.8,32.9
740,740,Central African Republic,Africa,2010,35.7,18.2,10.7,CAF,4386765.0,,2.74,56.7
744,744,Burundi,Africa,2010,,40.1,32.9,BDI,8675606.0,34.7,1.66,36.3
755,755,Comoros,Africa,2010,38.1,34.1,22.1,COM,689696.0,0.51,6.45,49.3
770,770,Rwanda,Africa,2010,,32.5,46.4,RWA,10039338.0,49.2,2.4,47.2
779,779,Togo,Africa,2010,,34.5,7.9,TGO,6421674.0,10.8,2.55,45.2
783,783,Afghanistan,Asia,2010,47.6,24.8,7.9,AFG,29185511.0,27.6,2.67,37.7
787,787,Tanzania,Africa,2010,32.3,56.4,42.9,TZA,44346532.0,36.0,2.45,38.4
811,811,South Sudan,Africa,2010,,,,SSD,9508372.0,,3.26,46.0
819,819,Yemen,Asia,2010,43.5,26.4,17.9,,,0.66,5.08,35.8
838,838,Iceland,Europe,2010,,96.5,96.4,ISL,318041.0,42.1,45.6,26.2
846,846,Netherlands,Europe,2010,75.0,89.9,89.3,NLD,16615394.0,40.7,51.1,27.9
847,847,Norway,Europe,2010,,98.0,96.4,NOR,4889252.0,39.6,62.1,25.7
849,849,Denmark,Europe,2010,77.7,95.2,96.4,DNK,5547683.0,38.7,53.2,27.2
850,850,Finland,Europe,2010,73.9,91.9,96.4,FIN,5363352.0,42.2,50.0,27.7
856,856,Sweden,Europe,2010,75.0,95.0,96.4,SWE,9378126.0,45.0,49.2,27.7
857,857,Switzerland,Europe,2010,,90.9,92.9,CHE,7824909.0,26.3,67.7,32.5
860,860,Canada,North America,2010,76.5,90.8,92.9,CAN,34004889.0,35.0,56.9,33.6
866,866,Haiti,North America,2010,37.7,40.0,18.6,HTI,9949318.0,4.0,3.13,60.5
875,875,Australia,Australia and Oceania,2010,74.5,92.2,89.3,AUS,22031750.0,29.2,55.4,34.7
876,876,New Zealand,Australia and Oceania,2010,72.2,92.6,92.9,NZL,4350700.0,32.7,41.0,32.4
888,888,Burundi,Africa,2011,37.1,40.1,32.9,BDI,8958406.0,35.4,1.68,37.0
896,896,Comoros,Africa,2011,38.4,35.2,22.1,COM,706578.0,1.01,6.3,48.3
902,902,Central African Republic,Africa,2011,36.8,18.2,10.7,CAF,4418639.0,,2.84,56.7
916,916,Rwanda,Africa,2011,41.0,32.5,46.4,RWA,10293333.0,38.5,2.43,46.5
922,922,South Sudan,Africa,2011,,,,SSD,9830695.0,24.4,2.94,45.7
924,924,Tanzania,Africa,2011,40.7,56.4,42.9,TZA,45673520.0,36.1,2.57,37.8
929,929,Afghanistan,Asia,2011,38.3,24.8,7.9,AFG,30117411.0,27.4,2.6,37.7
932,932,Togo,Africa,2011,29.4,34.5,7.9,TGO,6595939.0,11.8,2.61,46.0
964,964,Yemen,Asia,2011,37.5,25.7,3.6,,,0.7,4.25,36.0
976,976,Denmark,Europe,2011,77.9,95.2,96.4,DNK,5570572.0,39.1,52.3,27.3
977,977,Finland,Europe,2011,73.5,90.6,96.4,FIN,5388272.0,42.5,50.3,27.6
987,987,Iceland,Europe,2011,,96.5,96.4,ISL,319014.0,41.3,45.6,26.8
989,989,Norway,Europe,2011,,98.0,96.4,NOR,4953088.0,39.6,65.2,25.3
995,995,Netherlands,Europe,2011,75.6,89.9,89.3,NLD,16693074.0,36.0,50.5,27.8
1002,1002,Sweden,Europe,2011,73.8,95.0,96.4,SWE,9449213.0,44.6,49.7,27.6
1003,1003,Switzerland,Europe,2011,,90.9,92.9,CHE,7912398.0,26.0,68.7,31.7
1007,1007,Canada,North America,2011,74.3,90.8,92.9,CAN,34339328.0,27.5,57.4,33.6
1013,1013,Haiti,North America,2011,48.4,40.0,18.6,HTI,10100320.0,3.59,3.47,60.7
1021,1021,New Zealand,Australia and Oceania,2011,71.9,92.6,92.9,NZL,4384000.0,32.2,41.6,35.1
1028,1028,Australia,Australia and Oceania,2011,74.1,92.2,89.3,AUS,22340024.0,30.4,57.5,34.6
1039,1039,Burundi,Africa,2012,,36.0,25.7,BDI,9245992.0,36.0,1.72,37.8
1042,1042,Central African Republic,Africa,2012,,19.9,10.7,CAF,4436411.0,,2.97,56.7
1044,1044,Comoros,Africa,2012,39.6,35.2,22.1,COM,723865.0,1.52,6.1,47.3
1055,1055,South Sudan,Africa,2012,,,,SSD,10113648.0,25.4,1.77,45.4
1065,1065,Rwanda,Africa,2012,33.3,33.6,46.4,RWA,10549668.0,57.0,2.51,45.8
1080,1080,Afghanistan,Asia,2012,37.8,24.8,7.9,AFG,31161378.0,27.4,2.83,37.7
1090,1090,Tanzania,Africa,2012,40.1,58.8,46.4,TZA,47053033.0,36.2,2.61,38.2
1091,1091,Togo,Africa,2012,,34.5,7.9,TGO,6773807.0,13.2,2.63,45.3
1114,1114,Yemen,Asia,2012,40.6,31.2,14.3,,,0.74,4.23,36.3
1125,1125,Denmark,Europe,2012,75.2,95.2,96.4,DNK,5591572.0,38.7,52.0,27.8
1133,1133,Iceland,Europe,2012,75.9,96.5,96.4,ISL,320716.0,40.5,46.6,26.8
1142,1142,Netherlands,Europe,2012,74.7,89.9,89.3,NLD,16754962.0,38.7,49.8,27.6
1143,1143,Norway,Europe,2012,76.8,99.3,96.4,NOR,5018573.0,39.6,66.7,25.7
1145,1145,Finland,Europe,2012,74.2,90.6,96.4,FIN,5413971.0,42.3,50.4,27.1
1150,1150,Sweden,Europe,2012,75.6,97.3,96.4,SWE,9519374.0,44.3,50.8,27.6
1151,1151,Switzerland,Europe,2012,77.8,90.9,92.9,CHE,7996861.0,26.6,70.4,31.6
1155,1155,Canada,North America,2012,74.2,90.8,92.9,CAN,34714222.0,35.9,57.8,33.5
1161,1161,Haiti,North America,2012,44.1,39.6,22.1,HTI,10250922.0,3.21,4.28,60.8
1169,1169,Australia,Australia and Oceania,2012,72.0,92.2,89.3,AUS,22733465.0,31.4,58.5,34.5
1170,1170,New Zealand,Australia and Oceania,2012,72.5,92.6,92.9,NZL,4408100.0,31.4,42.3,32.4
1184,1184,Comoros,Africa,2013,,35.2,22.1,COM,741511.0,2.02,5.97,46.3
1186,1186,Burundi,Africa,2013,,34.1,22.1,BDI,9540302.0,36.6,1.76,38.6
1188,1188,Central African Republic,Africa,2013,,14.9,0.0,CAF,4447945.0,,1.88,56.7
1191,1191,South Sudan,Africa,2013,,,,SSD,10355030.0,26.1,1.91,45.1
1212,1212,Rwanda,Africa,2013,34.7,33.8,50.0,RWA,10811538.0,60.0,2.55,45.1
1228,1228,Afghanistan,Asia,2013,35.7,24.8,7.9,AFG,32269592.0,27.4,2.89,37.7
1230,1230,Togo,Africa,2013,,34.5,7.9,TGO,6954721.0,15.4,2.65,44.5
1238,1238,Tanzania,Africa,2013,38.5,57.7,46.4,TZA,48483132.0,36.3,2.63,38.7
1261,1261,Yemen,Asia,2013,42.2,27.9,14.3,,,0.78,4.35,36.5
1272,1272,Denmark,Europe,2013,75.9,93.8,96.4,DNK,5614932.0,38.3,53.3,28.5
1275,1275,Finland,Europe,2013,74.4,90.3,89.3,FIN,5438972.0,42.0,50.2,27.2
1280,1280,Iceland,Europe,2013,75.0,96.5,96.4,ISL,323764.0,39.7,47.6,25.4
1288,1288,Netherlands,Europe,2013,74.1,88.4,82.1,NLD,16804432.0,37.9,48.8,28.1
1289,1289,Norway,Europe,2013,,99.3,96.4,NOR,5079623.0,39.6,70.0,26.4
1298,1298,Sweden,Europe,2013,74.3,97.3,96.4,SWE,9600379.0,43.9,52.2,28.8
1299,1299,Switzerland,Europe,2013,,90.9,92.9,CHE,8089346.0,27.3,70.1,32.5
1302,1302,Canada,North America,2013,75.9,90.8,92.9,CAN,35082954.0,37.9,58.9,33.8
1308,1308,Haiti,North America,2013,46.2,39.4,22.1,HTI,10400672.0,2.84,4.42,60.5
1317,1317,Australia,Australia and Oceania,2013,73.6,91.3,89.3,AUS,23128129.0,32.2,58.5,34.5
1318,1318,New Zealand,Australia and Oceania,2013,72.8,92.6,92.9,NZL,4442100.0,30.6,43.1,33.4
1334,1334,Burundi,Africa,2014,29.0,33.3,22.1,BDI,9844301.0,37.2,1.79,38.9
1336,1336,Central African Republic,Africa,2014,,14.9,0.0,CAF,4464171.0,,1.88,56.7
1337,1337,Comoros,Africa,2014,,35.2,22.1,COM,759390.0,2.53,5.7,45.3
1358,1358,Rwanda,Africa,2014,36.0,32.5,50.0,RWA,11083629.0,60.1,2.58,44.6
1364,1364,South Sudan,Africa,2014,38.3,,,SSD,10554882.0,26.7,1.93,44.8
1374,1374,Afghanistan,Asia,2014,31.3,27.7,11.4,AFG,33370804.0,27.4,2.87,37.7
1385,1385,Togo,Africa,2014,28.4,34.5,7.9,TGO,7137997.0,15.6,2.66,43.8
1392,1392,Tanzania,Africa,2014,34.8,57.7,46.4,TZA,49960563.0,36.5,2.66,39.1
1418,1418,Denmark,Europe,2014,75.1,91.1,92.9,DNK,5643475.0,37.9,53.6,28.4
1422,1422,Yemen,Asia,2014,39.7,27.9,14.3,,,0.81,4.18,36.7
1428,1428,Iceland,Europe,2014,,95.8,92.9,ISL,327386.0,42.1,50.2,27.8
1436,1436,Netherlands,Europe,2014,73.2,89.2,85.7,NLD,16865008.0,36.7,49.6,28.6
1437,1437,Norway,Europe,2014,74.4,99.3,96.4,NOR,5137232.0,40.1,71.1,26.8
1441,1441,Finland,Europe,2014,73.8,90.3,89.3,FIN,5461512.0,41.8,50.0,26.8
1444,1444,New Zealand,Australia and Oceania,2014,73.1,92.6,92.9,NZL,4516500.0,29.8,44.0,34.2
1445,1445,Switzerland,Europe,2014,74.9,90.9,92.9,CHE,8188649.0,28.1,70.9,32.5
1449,1449,Canada,North America,2014,73.0,90.8,92.9,CAN,35437435.0,39.6,59.1,33.2
1450,1450,Australia,Australia and Oceania,2014,72.9,90.1,89.3,AUS,23475686.0,31.2,59.2,34.4
1455,1455,Haiti,North America,2014,38.9,38.2,22.1,HTI,10549007.0,2.48,4.38,60.5
1460,1460,Sweden,Europe,2014,72.4,97.3,96.4,SWE,9696110.0,43.5,53.4,28.4
1485,1485,Burundi,Africa,2015,,24.9,4.3,BDI,10160034.0,37.8,1.67,39.0
1486,1486,Central African Republic,Africa,2015,,15.7,0.0,CAF,4493171.0,,1.95,56.7
1488,1488,Comoros,Africa,2015,,37.1,22.1,COM,777435.0,3.03,5.63,45.1
1509,1509,Rwanda,Africa,2015,34.8,30.7,50.0,RWA,11369066.0,60.3,2.64,44.2
1515,1515,South Sudan,Africa,2015,40.7,,,SSD,10715657.0,27.2,1.75,44.5
1517,1517,Tanzania,Africa,2015,36.6,55.8,50.0,TZA,51482638.0,36.6,2.68,39.6
1521,1521,Afghanistan,Asia,2015,39.8,27.7,11.4,AFG,34413603.0,27.4,2.82,37.7
1524,1524,Togo,Africa,2015,37.7,34.1,11.4,TGO,7323162.0,15.8,2.68,43.1
1557,1557,Yemen,Asia,2015,29.8,22.4,3.6,,,0.85,2.93,36.7
1569,1569,Denmark,Europe,2015,75.1,91.1,92.9,DNK,5683483.0,37.4,54.2,28.2
1573,1573,Finland,Europe,2015,74.5,90.3,89.3,FIN,5479531.0,41.5,50.4,27.1
1579,1579,Iceland,Europe,2015,75.0,95.8,92.9,ISL,330815.0,43.5,53.6,26.8
1587,1587,Netherlands,Europe,2015,73.2,89.2,85.7,NLD,16939923.0,34.7,52.5,28.2
1588,1588,Norway,Europe,2015,76.0,99.3,96.4,NOR,5188607.0,40.5,72.0,27.5
1595,1595,Sweden,Europe,2015,72.9,94.5,96.4,SWE,9799186.0,44.2,55.3,29.2
1596,1596,Switzerland,Europe,2015,75.7,90.9,92.9,CHE,8282396.0,28.9,70.6,32.3
1599,1599,Canada,North America,2015,74.1,90.8,92.9,CAN,35702908.0,27.9,59.6,33.8
1605,1605,Haiti,North America,2015,35.7,39.4,22.1,HTI,10695540.0,2.14,4.52,60.5
1613,1613,New Zealand,Australia and Oceania,2015,74.2,92.6,92.9,NZL,4609400.0,32.6,44.7,35.0
1620,1620,Australia,Australia and Oceania,2015,73.1,90.1,89.3,AUS,23815995.0,30.3,59.8,34.4
1630,1630,Burundi,Africa,2016,,24.0,7.9,BDI,10488002.0,38.0,1.6,39.0
1632,1632,Central African Republic,Africa,2016,26.9,16.1,3.6,CAF,4537683.0,,2.02,56.7
1634,1634,Comoros,Africa,2016,,37.1,22.1,COM,795597.0,3.79,5.68,45.1
1647,1647,South Sudan,Africa,2016,28.9,,,SSD,10832520.0,27.6,1.55,44.1
1657,1657,Rwanda,Africa,2016,33.3,30.7,50.0,RWA,11668829.0,60.5,2.63,43.7
1672,1672,Afghanistan,Asia,2016,42.2,25.5,11.4,AFG,35383028.0,27.7,2.81,37.7
1674,1674,Togo,Africa,2016,38.8,33.2,11.4,TGO,7509952.0,16.0,2.76,43.0
1701,1701,Tanzania,Africa,2016,29.0,57.6,50.0,TZA,53049231.0,36.6,2.71,40.0
1705,1705,Yemen,Asia,2016,38.3,20.7,0.0,,,0.88,2.59,36.7
1717,1717,Denmark,Europe,2016,75.6,92.0,92.9,DNK,5728010.0,37.9,55.1,28.2
1724,1724,Iceland,Europe,2016,75.1,95.0,89.3,ISL,335439.0,44.4,58.1,27.2
1732,1732,Netherlands,Europe,2016,75.4,88.0,85.7,NLD,17030314.0,35.6,54.3,28.2
1733,1733,Norway,Europe,2016,76.0,99.3,96.4,NOR,5234519.0,41.0,71.6,28.5
1737,1737,Finland,Europe,2016,76.6,90.3,89.3,FIN,5495303.0,42.9,51.0,27.1
1742,1742,Sweden,Europe,2016,73.7,93.9,96.4,SWE,9923085.0,44.8,56.1,29.6
1743,1743,Switzerland,Europe,2016,74.6,90.9,92.9,CHE,8373338.0,31.3,71.9,33.0
1746,1746,Canada,North America,2016,72.4,91.5,96.4,CAN,36109487.0,42.2,59.1,32.7
1752,1752,Haiti,North America,2016,33.5,40.2,22.1,HTI,10839976.0,2.33,4.66,60.5
1761,1761,Australia,Australia and Oceania,2016,72.5,90.1,89.3,AUS,24190907.0,29.5,60.5,34.4
1762,1762,New Zealand,Australia and Oceania,2016,72.3,92.6,92.9,NZL,4714100.0,35.5,45.4,35.2
1776,1776,Central African Republic,Africa,2017,34.8,15.2,0.0,CAF,4596023.0,,2.08,56.7
1779,1779,Burundi,Africa,2017,,23.3,4.3,BDI,10827010.0,38.3,1.56,39.0
1790,1790,Comoros,Africa,2017,,37.1,22.1,COM,813890.0,4.55,5.76,45.1
1802,1802,Rwanda,Africa,2017,31.1,31.9,50.0,RWA,11980960.0,60.8,2.58,43.7
1808,1808,South Sudan,Africa,2017,28.2,,,SSD,10910774.0,27.3,1.44,44.1
1815,1815,Afghanistan,Asia,2017,26.6,25.5,11.4,AFG,36296111.0,27.8,2.81,37.7
1829,1829,Togo,Africa,2017,43.6,30.5,7.9,TGO,7698476.0,16.3,2.81,43.0
1845,1845,Tanzania,Africa,2017,33.5,54.7,50.0,TZA,54660345.0,36.7,2.74,40.5
1862,1862,Denmark,Europe,2017,75.9,92.2,92.9,DNK,5764980.0,38.3,56.4,28.8
1868,1868,Finland,Europe,2017,77.9,90.3,89.3,FIN,5508214.0,44.3,52.1,27.4
1873,1873,Iceland,Europe,2017,74.8,95.8,92.9,ISL,343400.0,38.1,60.2,26.1
1881,1881,Netherlands,Europe,2017,74.6,88.9,92.9,NLD,17131296.0,36.0,54.7,28.5
1882,1882,Norway,Europe,2017,75.8,98.7,96.4,NOR,5276968.0,41.4,70.2,27.0
1887,1887,Yemen,Asia,2017,32.5,20.7,0.0,,,0.91,2.4,36.7
1888,1888,New Zealand,Australia and Oceania,2017,73.3,92.6,92.9,NZL,4813600.0,38.3,45.9,35.2
1889,1889,Switzerland,Europe,2017,74.7,90.3,92.9,CHE,8451840.0,33.7,71.6,32.7
1893,1893,Canada,North America,2017,74.1,91.5,96.4,CAN,36545236.0,43.0,61.2,33.3
1899,1899,Haiti,North America,2017,38.2,40.3,22.1,HTI,10982367.0,2.59,4.77,60.5
1903,1903,Australia,Australia and Oceania,2017,72.6,90.9,89.3,AUS,24601860.0,31.1,60.8,34.4
1904,1904,Sweden,Europe,2017,72.9,93.9,96.4,SWE,10057698.0,45.5,56.1,28.8
1928,1928,Burundi,Africa,2018,37.8,23.3,4.3,BDI,11175379.0,38.5,1.54,39.0
1933,1933,Comoros,Africa,2018,39.7,37.1,22.1,COM,832322.0,5.3,5.83,45.1
1939,1939,Central African Republic,Africa,2018,,15.2,0.0,CAF,4666375.0,,2.13,56.7
1954,1954,Rwanda,Africa,2018,35.6,33.5,50.0,RWA,12301969.0,61.3,2.73,43.7
1967,1967,Afghanistan,Asia,2018,26.9,29.7,11.4,AFG,37171922.0,27.9,2.77,37.7
1970,1970,Togo,Africa,2018,40.2,31.0,7.9,TGO,7889095.0,16.5,2.87,43.0
1995,1995,South Sudan,Africa,2018,,,,SSD,10975924.0,27.0,1.37,44.1
1997,1997,Tanzania,Africa,2018,34.5,54.1,50.0,TZA,56313444.0,36.8,2.76,40.5
2003,2003,Yemen,Asia,2018,30.6,19.5,0.0,,,0.94,2.36,36.7
2022,2022,Iceland,Europe,2018,,95.8,92.9,ISL,352721.0,38.1,61.4,26.1
2031,2031,Netherlands,Europe,2018,74.6,88.9,92.9,NLD,17231624.0,34.7,54.8,28.1
2032,2032,Norway,Europe,2018,74.4,98.7,96.4,NOR,5311916.0,41.1,70.7,27.6
2033,2033,Denmark,Europe,2018,76.5,92.2,92.9,DNK,5793636.0,38.7,56.9,28.2
2034,2034,Finland,Europe,2018,78.6,91.4,89.3,FIN,5515525.0,45.6,52.9,27.3
2040,2040,Sweden,Europe,2018,73.7,93.9,96.4,SWE,10175214.0,46.1,56.7,30.0
2041,2041,Switzerland,Europe,2018,75.1,90.3,92.9,CHE,8514329.0,36.2,70.4,33.1
2044,2044,Canada,North America,2018,71.8,91.5,96.4,CAN,37065084.0,35.0,61.7,33.3
2050,2050,Haiti,North America,2018,36.1,49.1,29.3,HTI,11123183.0,2.69,4.87,60.5
2058,2058,Australia,Australia and Oceania,2018,71.8,90.9,89.3,AUS,24982688.0,33.4,61.6,34.4
2059,2059,New Zealand,Australia and Oceania,2018,73.7,92.6,92.9,NZL,4900600.0,39.6,46.9,35.2
2076,2076,Burundi,Africa,2019,37.8,21.5,0.7,BDI,11530577.0,38.8,1.52,39.0
2078,2078,Central African Republic,Africa,2019,34.8,13.2,0.0,CAF,4745179.0,8.57,2.16,56.7
