,country,continent,year,happiness
818,Vietnam,Asia,2010,53.0
819,Yemen,Asia,2010,43.5
820,Albania,Europe,2010,52.7
821,Armenia,Europe,2010,43.7
822,Estonia,Europe,2010,
823,Austria,Europe,2010,73.0
824,Belarus,Europe,2010,55.3
825,Bosnia and Herzegovina,Europe,2010,46.7
826,Bulgaria,Europe,2010,39.1
827,Croatia,Europe,2010,56.0
828,Cyprus,Europe,2010,63.9
829,Czech Republic,Europe,2010,62.5
830,Azerbaijan,Europe,2010,42.2
831,Belgium,Europe,2010,68.5
832,France,Europe,2010,68.0
833,Lithuania,Europe,2010,50.7
834,Italy,Europe,2010,63.5
835,Germany,Europe,2010,67.2
836,Greece,Europe,2010,58.4
837,Hungary,Europe,2010,47.3
838,Iceland,Europe,2010,
839,Ireland,Europe,2010,72.6
840,Latvia,Europe,2010,
841,Poland,Europe,2010,58.9
842,Luxembourg,Europe,2010,71.0
843,Malta,Europe,2010,57.7
844,Moldova,Europe,2010,55.9
845,Montenegro,Europe,2010,54.6
846,Netherlands,Europe,2010,75.0
847,Norway,Europe,2010,
848,Georgia,Europe,2010,41.0
849,Denmark,Europe,2010,77.7
850,Finland,Europe,2010,73.9
851,Mexico,North America,2010,68.0
852,Uruguay,South America,2010,60.6
853,Jamaica,North America,2010,
854,Slovenia,Europe,2010,60.8
855,Spain,Europe,2010,61.9
856,Sweden,Europe,2010,75.0
857,Switzerland,Europe,2010,
858,United Kingdom,Europe,2010,70.3
859,Belize,North America,2010,
860,Canada,North America,2010,76.5
861,Costa Rica,North America,2010,72.7
862,Cuba,North America,2010,
863,Dominican Republic,North America,2010,47.4
864,El Salvador,North America,2010,67.4
865,Guatemala,North America,2010,62.9
866,Haiti,North America,2010,37.7
867,Portugal,Europe,2010,50.9
868,Nicaragua,North America,2010,56.9
869,Romania,Europe,2010,49.1
870,Ukraine,Europe,2010,50.6
871,Turkmenistan,Asia,2010,
872,Panama,North America,2010,73.2
873,Trinidad and Tobago,North America,2010,
874,United States,North America,2010,71.6
875,Australia,Australia and Oceania,2010,74.5
876,New Zealand,Australia and Oceania,2010,72.2
877,Bolivia,South America,2010,57.8
878,Brazil,South America,2010,68.4
879,Argentina,South America,2010,64.4
880,Colombia,South America,2010,64.1
881,Serbia,Europe,2010,44.6
882,Ecuador,South America,2010,58.4
883,Guyana,South America,2010,
884,Paraguay,South America,2010,58.4
885,Peru,South America,2010,56.1
886,Suriname,South America,2010,
887,Chile,South America,2010,66.4
888,Burundi,Africa,2011,37.1
889,Algeria,Africa,2011,53.2
890,Angola,Africa,2011,55.9
891,Benin,Africa,2011,38.7
892,Botswana,Africa,2011,35.2
893,Cameroon,Africa,2011,44.3
894,Gambia,Africa,2011,
895,Chad,Africa,2011,43.9
896,Comoros,Africa,2011,38.4
897,Djibouti,Africa,2011,43.7
898,Egypt,Africa,2011,41.7
899,Ethiopia,Africa,2011,
900,Gabon,Africa,2011,42.6
901,Turkey,Asia,2011,52.7
902,Central African Republic,Africa,2011,36.8
903,Ghana,Africa,2011,56.1
904,Madagascar,Africa,2011,43.8
905,South Africa,Africa,2011,49.3
906,Guinea,Africa,2011,40.4
907,Malawi,Africa,2011,39.5
908,Mali,Africa,2011,46.7
909,Mauritania,Africa,2011,47.8
910,Mauritius,Africa,2011,54.8
911,Morocco,Africa,2011,50.8
912,Mozambique,Africa,2011,49.7
913,Namibia,Africa,2011,
914,Niger,Africa,2011,45.6
915,Nigeria,Africa,2011,
916,Rwanda,Africa,2011,41.0
917,Senegal,Africa,2011,38.3
918,Sierra Leone,Africa,2011,45.0
919,Somalia,Africa,2011,49.3
920,Lesotho,Africa,2011,49.0
921,Kenya,Africa,2011,44.1
922,South Sudan,Africa,2011,
923,Kazakhstan,Asia,2011,57.4
924,Tanzania,Africa,2011,40.7
925,Tunisia,Africa,2011,48.8
926,Uganda,Africa,2011,48.3
927,Zambia,Africa,2011,50.0
928,Zimbabwe,Africa,2011,48.5
929,Afghanistan,Asia,2011,38.3
930,Bahrain,Asia,2011,48.2
931,Bangladesh,Asia,2011,49.9
932,Togo,Africa,2011,29.4
933,Cambodia,Asia,2011,41.6
934,China,Asia,2011,50.4
935,India,Asia,2011,46.3
936,Indonesia,Asia,2011,51.7
937,Iran,Asia,2011,47.7
938,Iraq,Asia,2011,47.3
939,Libya,Africa,2011,
940,Japan,Asia,2011,62.6
941,Liberia,Africa,2011,
942,Israel,Asia,2011,74.3
943,Jordan,Asia,2011,55.4
944,Kuwait,Asia,2011,63.8
945,Lebanon,Asia,2011,51.9
946,Malaysia,Asia,2011,57.9
947,Maldives,Asia,2011,
948,Mongolia,Asia,2011,50.3
949,Nepal,Asia,2011,38.1
950,Oman,Asia,2011,68.5
951,Pakistan,Asia,2011,52.7
952,Philippines,Asia,2011,49.9
953,Qatar,Asia,2011,65.9
954,Saudi Arabia,Asia,2011,67.0
955,Singapore,Asia,2011,65.6
956,Sri Lanka,Asia,2011,41.8
957,Syria,Asia,2011,40.4
958,Sudan,Africa,2011,43.1
959,Tajikistan,Asia,2011,42.6
960,Bhutan,Asia,2011,
961,Thailand,Asia,2011,66.6
962,Venezuela,South America,2011,65.8
963,Vietnam,Asia,2011,57.7
964,Yemen,Asia,2011,37.5
965,Albania,Europe,2011,58.7
966,Armenia,Europe,2011,42.6
967,Austria,Europe,2011,74.7
968,Azerbaijan,Europe,2011,46.8
969,Belarus,Europe,2011,52.3
970,Belgium,Europe,2011,71.1
971,Bosnia and Herzegovina,Europe,2011,49.9
972,Bulgaria,Europe,2011,38.8
973,Croatia,Europe,2011,53.9
974,Cyprus,Europe,2011,66.9
975,Czech Republic,Europe,2011,63.3
976,Denmark,Europe,2011,77.9
977,Finland,Europe,2011,73.5
978,Estonia,Europe,2011,54.9
979,Portugal,Europe,2011,52.2
980,Uzbekistan,Asia,2011,57.4
981,Latvia,Europe,2011,49.7
982,Turkmenistan,Asia,2011,57.9
983,Ireland,Europe,2011,70.1
984,Germany,Europe,2011,66.2
985,Greece,Europe,2011,53.7
986,Hungary,Europe,2011,49.2
987,Iceland,Europe,2011,
988,Italy,Europe,2011,60.6
989,Norway,Europe,2011,
990,Lithuania,Europe,2011,54.3
991,Luxembourg,Europe,2011,71.0
992,Malta,Europe,2011,61.5
993,Moldova,Europe,2011,57.9
994,Montenegro,Europe,2011,52.2
995,Netherlands,Europe,2011,75.6
996,Georgia,Europe,2011,42.0
997,France,Europe,2011,69.6
998,Jamaica,North America,2011,53.7
999,Poland,Europe,2011,56.5
1000,United States,North America,2011,71.2
1001,Spain,Europe,2011,65.2
1002,Sweden,Europe,2011,73.8
1003,Switzerland,Europe,2011,
1004,Ukraine,Europe,2011,50.8
1005,United Kingdom,Europe,2011,68.7
1006,Belize,North America,2011,
1007,Canada,North America,2011,74.3
1008,Costa Rica,North America,2011,72.3
1009,Cuba,North America,2011,
1010,Dominican Republic,North America,2011,54.0
1011,El Salvador,North America,2011,47.4
1012,Guatemala,North America,2011,57.4
1013,Haiti,North America,2011,48.4
1014,Honduras,North America,2011,49.6
1015,Serbia,Europe,2011,48.2
1016,Slovenia,Europe,2011,60.4
1017,Mexico,North America,2011,69.1
1018,Nicaragua,North America,2011,53.9
1019,Romania,Europe,2011,50.2
1020,Panama,North America,2011,72.5
1021,New Zealand,Australia and Oceania,2011,71.9
1022,Argentina,South America,2011,67.8
1023,Bolivia,South America,2011,57.8
1024,Brazil,South America,2011,70.4
1025,Chile,South America,2011,65.3
1026,Colombia,South America,2011,64.6
1027,Ecuador,South America,2011,58.0
1028,Australia,Australia and Oceania,2011,74.1
1029,Paraguay,South America,2011,56.8
1030,Peru,South America,2011,58.9
1031,Suriname,South America,2011,
1032,Uruguay,South America,2011,65.5
1033,United Arab Emirates,Asia,2011,71.2
1034,Trinidad and Tobago,North America,2011,65.2
1035,Guyana,South America,2011,
1036,Angola,Africa,2012,43.6
1037,Benin,Africa,2012,31.9
1038,Botswana,Africa,2012,48.4
1039,Burundi,Africa,2012,
1040,Cameroon,Africa,2012,42.4
1041,South Africa,Africa,2012,51.3
1042,Central African Republic,Africa,2012,
1043,Egypt,Africa,2012,42.0
1044,Comoros,Africa,2012,39.6
1045,Djibouti,Africa,2012,
1046,Ethiopia,Africa,2012,45.6
1047,Gabon,Africa,2012,39.7
1048,Gambia,Africa,2012,
1049,Ghana,Africa,2012,50.6
1050,Algeria,Africa,2012,56.0
1051,Chad,Africa,2012,40.3
1052,Guinea,Africa,2012,36.5
1053,Nigeria,Africa,2012,54.9
1054,Lesotho,Africa,2012,
1055,South Sudan,Africa,2012,
1056,Madagascar,Africa,2012,35.5
1057,Malawi,Africa,2012,42.8
1058,Mali,Africa,2012,43.1
1059,Mauritania,Africa,2012,46.7
1060,Mauritius,Africa,2012,
1061,Morocco,Africa,2012,49.7
1062,Libya,Africa,2012,57.5
1063,Mozambique,Africa,2012,
1064,Niger,Africa,2012,38.0
1065,Rwanda,Africa,2012,33.3
1066,Senegal,Africa,2012,36.7
1067,Sierra Leone,Africa,2012,
1068,Somalia,Africa,2012,50.6
1069,Namibia,Africa,2012,
1070,Kenya,Africa,2012,45.5
1071,Liberia,Africa,2012,
1072,Thailand,Asia,2012,63.0
1073,Kuwait,Asia,2012,62.2
1074,Tunisia,Africa,2012,44.6
1075,Uganda,Africa,2012,43.1
1076,Zambia,Africa,2012,50.1
1077,Zimbabwe,Africa,2012,49.6
1078,Bahrain,Asia,2012,50.3
1079,Bangladesh,Asia,2012,47.2
1080,Afghanistan,Asia,2012,37.8
1081,Cambodia,Asia,2012,39.0
1082,China,Asia,2012,50.9
1083,India,Asia,2012,47.2
1084,Indonesia,Asia,2012,53.7
1085,Iran,Asia,2012,46.1
1086,Iraq,Asia,2012,46.6
1087,Israel,Asia,2012,71.1
1088,Bhutan,Asia,2012,
1089,Japan,Asia,2012,59.7
1090,Tanzania,Africa,2012,40.1
1091,Togo,Africa,2012,
1092,Jordan,Asia,2012,51.3
1093,Lebanon,Asia,2012,45.7
1094,Malaysia,Asia,2012,59.1
1095,Maldives,Asia,2012,
1096,Mongolia,Asia,2012,48.9
1097,Nepal,Asia,2012,42.3
1098,Oman,Asia,2012,
1099,Pakistan,Asia,2012,51.3
1100,Philippines,Asia,2012,50.0
1101,Qatar,Asia,2012,66.1
1102,Saudi Arabia,Asia,2012,64.0
1103,Singapore,Asia,2012,
1104,Sri Lanka,Asia,2012,42.2
1105,Syria,Asia,2012,31.6
1106,Sudan,Africa,2012,45.5
1107,Kazakhstan,Asia,2012,57.6
1108,Tajikistan,Asia,2012,45.0
1109,Turkey,Asia,2012,53.1
1110,Turkmenistan,Asia,2012,54.6
1111,Nicaragua,North America,2012,54.5
1112,Uzbekistan,Asia,2012,60.2
1113,Vietnam,Asia,2012,55.3
1114,Yemen,Asia,2012,40.6
1115,Albania,Europe,2012,55.1
1116,Armenia,Europe,2012,43.2
1117,Austria,Europe,2012,74.0
1118,Portugal,Europe,2012,49.9
1119,Azerbaijan,Europe,2012,49.1
1120,Belgium,Europe,2012,69.4
1121,Bulgaria,Europe,2012,42.2
1122,Croatia,Europe,2012,60.3
1123,Cyprus,Europe,2012,61.8
1124,Czech Republic,Europe,2012,63.3
1125,Denmark,Europe,2012,75.2
1126,Belarus,Europe,2012,57.5
1127,Bosnia and Herzegovina,Europe,2012,47.7
1128,France,Europe,2012,66.5
1129,Latvia,Europe,2012,51.3
1130,Germany,Europe,2012,67.0
1131,Greece,Europe,2012,51.0
1132,Hungary,Europe,2012,46.8
1133,Iceland,Europe,2012,75.9
1134,Ireland,Europe,2012,69.6
1135,Poland,Europe,2012,58.8
1136,Italy,Europe,2012,58.4
1137,Malta,Europe,2012,59.6
1138,Lithuania,Europe,2012,57.7
1139,Luxembourg,Europe,2012,69.6
1140,Moldova,Europe,2012,60.0
1141,Montenegro,Europe,2012,52.2
1142,Netherlands,Europe,2012,74.7
1143,Norway,Europe,2012,76.8
1144,Georgia,Europe,2012,42.5
1145,Finland,Europe,2012,74.2
1146,Romania,Europe,2012,51.7
1147,Estonia,Europe,2012,53.6
1148,Slovenia,Europe,2012,60.6
1149,Spain,Europe,2012,62.9
1150,Sweden,Europe,2012,75.6
1151,Switzerland,Europe,2012,77.8
1152,Ukraine,Europe,2012,50.3
1153,United Kingdom,Europe,2012,68.8
1154,Belize,North America,2012,
1155,Canada,North America,2012,74.2
1156,Costa Rica,North America,2012,72.7
1157,Cuba,North America,2012,
1158,Dominican Republic,North America,2012,47.5
1159,El Salvador,North America,2012,59.3
1160,Guatemala,North America,2012,58.6
1161,Haiti,North America,2012,44.1
1162,Honduras,North America,2012,46.0
1163,United Arab Emirates,Asia,2012,72.2
1164,Mexico,North America,2012,73.2
1165,Panama,North America,2012,68.6
1166,Jamaica,North America,2012,
1167,United States,North America,2012,70.3
1168,Serbia,Europe,2012,51.5
1169,Australia,Australia and Oceania,2012,72.0
1170,New Zealand,Australia and Oceania,2012,72.5
1171,Argentina,South America,2012,64.7
1172,Bolivia,South America,2012,60.2
1173,Chile,South America,2012,66.0
1174,Colombia,South America,2012,63.7
1175,Brazil,South America,2012,66.6
1176,Guyana,South America,2012,
1177,Paraguay,South America,2012,58.2
1178,Peru,South America,2012,58.2
1179,Suriname,South America,2012,62.7
1180,Uruguay,South America,2012,64.5
1181,Venezuela,South America,2012,70.7
1182,Trinidad and Tobago,North America,2012,
1183,Ecuador,South America,2012,59.6
1184,Comoros,Africa,2013,
1185,Botswana,Africa,2013,41.3
1186,Burundi,Africa,2013,
1187,Cameroon,Africa,2013,42.7
1188,Central African Republic,Africa,2013,
1189,Chad,Africa,2013,35.1
1190,Djibouti,Africa,2013,
1191,South Sudan,Africa,2013,
1192,Ethiopia,Africa,2013,44.4
1193,Gabon,Africa,2013,38.0
1194,Gambia,Africa,2013,
1195,Ghana,Africa,2013,49.7
1196,Guinea,Africa,2013,39.0
1197,South Africa,Africa,2013,36.6
1198,Benin,Africa,2013,34.8
1199,Egypt,Africa,2013,35.6
1200,Angola,Africa,2013,39.4
1201,Nigeria,Africa,2013,48.2
1202,Lesotho,Africa,2013,
1203,Madagascar,Africa,2013,38.2
1204,Malawi,Africa,2013,40.4
1205,Mali,Africa,2013,36.8
1206,Mauritania,Africa,2013,42.0
1207,Mauritius,Africa,2013,
1208,Morocco,Africa,2013,51.4
1209,Libya,Africa,2013,
1210,Mozambique,Africa,2013,
1211,Niger,Africa,2013,37.2
1212,Rwanda,Africa,2013,34.7
1213,Senegal,Africa,2013,36.5
1214,Sierra Leone,Africa,2013,45.1
1215,Somalia,Africa,2013,
1216,Namibia,Africa,2013,
1217,Liberia,Africa,2013,
1218,Kenya,Africa,2013,38.0
1219,Algeria,Africa,2013,
1220,Bhutan,Asia,2013,55.7
1221,Kuwait,Asia,2013,64.8
1222,Tunisia,Africa,2013,52.5
1223,Uganda,Africa,2013,37.1
1224,Zambia,Africa,2013,52.4
1225,Zimbabwe,Africa,2013,46.9
1226,Bahrain,Asia,2013,66.9
1227,Bangladesh,Asia,2013,46.6
1228,Afghanistan,Asia,2013,35.7
1229,Cambodia,Asia,2013,36.7
1230,Togo,Africa,2013,
1231,China,Asia,2013,52.4
1232,India,Asia,2013,44.3
1233,Indonesia,Asia,2013,52.9
1234,Iran,Asia,2013,51.4
1235,Iraq,Asia,2013,47.3
1236,Thailand,Asia,2013,62.3
1237,Japan,Asia,2013,59.6
1238,Tanzania,Africa,2013,38.5
1239,Israel,Asia,2013,73.2
1240,Jordan,Asia,2013,51.7
1241,Lebanon,Asia,2013,49.8
1242,Malaysia,Asia,2013,57.7
1243,Maldives,Asia,2013,
1244,Mongolia,Asia,2013,49.1
1245,Oman,Asia,2013,
1246,Pakistan,Asia,2013,51.4
1247,Philippines,Asia,2013,49.8
1248,Qatar,Asia,2013,
1249,Saudi Arabia,Asia,2013,65.0
1250,Singapore,Asia,2013,65.3
1251,Sri Lanka,Asia,2013,43.6
1252,Syria,Asia,2013,26.9
1253,Tajikistan,Asia,2013,49.7
1254,Sudan,Africa,2013,
1255,Kazakhstan,Asia,2013,58.4
1256,Nepal,Asia,2013,46.0
1257,Turkey,Asia,2013,48.9
1258,Turkmenistan,Asia,2013,53.9
1259,Nicaragua,North America,2013,57.7
1260,Vietnam,Asia,2013,50.2
1261,Yemen,Asia,2013,42.2
1262,Albania,Europe,2013,45.5
1263,Armenia,Europe,2013,42.8
1264,Austria,Europe,2013,75.0
1265,Azerbaijan,Europe,2013,54.8
1266,Uzbekistan,Asia,2013,59.4
1267,Belarus,Europe,2013,58.8
1268,Bulgaria,Europe,2013,39.9
1269,Croatia,Europe,2013,58.9
1270,Cyprus,Europe,2013,54.4
1271,Czech Republic,Europe,2013,67.0
1272,Denmark,Europe,2013,75.9
1273,Estonia,Europe,2013,53.7
1274,Belgium,Europe,2013,71.0
1275,Finland,Europe,2013,74.4
1276,Bosnia and Herzegovina,Europe,2013,51.2
1277,Georgia,Europe,2013,43.5
1278,Greece,Europe,2013,47.2
1279,Hungary,Europe,2013,49.1
1280,Iceland,Europe,2013,75.0
1281,Ireland,Europe,2013,67.6
1282,Italy,Europe,2013,60.1
1283,Lithuania,Europe,2013,56.0
1284,Portugal,Europe,2013,51.6
1285,Malta,Europe,2013,63.8
1286,Moldova,Europe,2013,57.6
1287,Montenegro,Europe,2013,50.7
1288,Netherlands,Europe,2013,74.1
1289,Norway,Europe,2013,
1290,Poland,Europe,2013,57.5
1291,Germany,Europe,2013,69.7
1292,Luxembourg,Europe,2013,71.3
1293,France,Europe,2013,66.7
1294,Romania,Europe,2013,50.8
1295,Latvia,Europe,2013,50.7
1296,Slovenia,Europe,2013,59.7
1297,Spain,Europe,2013,61.5
1298,Sweden,Europe,2013,74.3
1299,Switzerland,Europe,2013,
1300,Ukraine,Europe,2013,47.1
1301,United Kingdom,Europe,2013,69.2
1302,Canada,North America,2013,75.9
1303,Costa Rica,North America,2013,71.6
1304,Cuba,North America,2013,
1305,Dominican Republic,North America,2013,50.2
1306,El Salvador,North America,2013,63.3
1307,Guatemala,North America,2013,59.8
1308,Haiti,North America,2013,46.2
1309,Honduras,North America,2013,47.1
1310,Jamaica,North America,2013,57.1
1311,Venezuela,South America,2013,65.5
1312,Mexico,North America,2013,74.4
1313,Panama,North America,2013,68.7
1314,Belize,North America,2013,
1315,Trinidad and Tobago,North America,2013,61.7
1316,Serbia,Europe,2013,51.0
1317,Australia,Australia and Oceania,2013,73.6
1318,New Zealand,Australia and Oceania,2013,72.8
1319,Argentina,South America,2013,65.8
1320,Bolivia,South America,2013,57.7
1321,Chile,South America,2013,67.4
1322,Colombia,South America,2013,66.1
1323,Brazil,South America,2013,71.4
1324,Guyana,South America,2013,
1325,United States,North America,2013,72.5
1326,Paraguay,South America,2013,59.4
1327,Peru,South America,2013,57.8
1328,Suriname,South America,2013,
1329,Uruguay,South America,2013,64.4
1330,United Arab Emirates,Asia,2013,66.2
1331,Ecuador,South America,2013,60.2
1332,Chad,Africa,2014,34.6
1333,Botswana,Africa,2014,40.3
1334,Burundi,Africa,2014,29.0
1335,Cameroon,Africa,2014,42.4
1336,Central African Republic,Africa,2014,
1337,Comoros,Africa,2014,
1338,Lesotho,Africa,2014,
1339,Egypt,Africa,2014,48.9
1340,Ethiopia,Africa,2014,45.1
1341,Gabon,Africa,2014,39.2
1342,Gambia,Africa,2014,
1343,Ghana,Africa,2014,38.6
1344,Guinea,Africa,2014,34.1
1345,Benin,Africa,2014,33.5
1346,Djibouti,Africa,2014,
1347,Angola,Africa,2014,37.9
1348,Mali,Africa,2014,39.7
1349,Liberia,Africa,2014,45.7
1350,Sudan,Africa,2014,41.4
1351,Mauritania,Africa,2014,44.8
1352,Mauritius,Africa,2014,56.5
1353,Morocco,Africa,2014,
1354,Mozambique,Africa,2014,
1355,Namibia,Africa,2014,45.7
1356,Niger,Africa,2014,41.8
1357,Nigeria,Africa,2014,
1358,Rwanda,Africa,2014,36.0
1359,Senegal,Africa,2014,43.9
1360,Sierra Leone,Africa,2014,45.0
1361,Somalia,Africa,2014,55.3
1362,South Africa,Africa,2014,48.3
1363,Libya,Africa,2014,
1364,South Sudan,Africa,2014,38.3
1365,Kenya,Africa,2014,49.0
1366,Turkey,Asia,2014,55.8
1367,Kazakhstan,Asia,2014,59.7
1368,Lebanon,Asia,2014,52.3
1369,Uganda,Africa,2014,37.7
1370,Zambia,Africa,2014,43.5
1371,Zimbabwe,Africa,2014,41.8
1372,Bahrain,Asia,2014,61.7
1373,Bangladesh,Asia,2014,46.4
1374,Afghanistan,Asia,2014,31.3
1375,Cambodia,Asia,2014,38.8
1376,China,Asia,2014,52.0
1377,India,Asia,2014,44.2
1378,Indonesia,Asia,2014,56.0
1379,Iran,Asia,2014,46.8
1380,Iraq,Asia,2014,45.4
1381,Israel,Asia,2014,74.0
1382,Bhutan,Asia,2014,49.4
1383,Malawi,Africa,2014,45.6
1384,Tunisia,Africa,2014,47.6
1385,Togo,Africa,2014,28.4
1386,Jordan,Asia,2014,53.3
1387,Oman,Asia,2014,
1388,Malaysia,Asia,2014,59.6
1389,Maldives,Asia,2014,
1390,Mongolia,Asia,2014,48.2
1391,Nepal,Asia,2014,49.8
1392,Tanzania,Africa,2014,34.8
1393,Pakistan,Asia,2014,54.4
1394,Philippines,Asia,2014,53.1
1395,Qatar,Asia,2014,
1396,Saudi Arabia,Asia,2014,62.8
1397,Singapore,Asia,2014,70.6
1398,Sri Lanka,Asia,2014,42.7
1399,Syria,Asia,2014,
1400,Tajikistan,Asia,2014,49.0
1401,Thailand,Asia,2014,69.9
1402,Kuwait,Asia,2014,61.8
1403,Japan,Asia,2014,59.2
1404,Madagascar,Africa,2014,36.8
1405,Algeria,Africa,2014,63.5
1406,Italy,Europe,2014,60.3
1407,Albania,Europe,2014,48.1
1408,Armenia,Europe,2014,44.5
1409,Austria,Europe,2014,69.5
1410,Azerbaijan,Europe,2014,52.5
1411,Belarus,Europe,2014,58.1
1412,Belgium,Europe,2014,68.6
1413,Bosnia and Herzegovina,Europe,2014,52.5
1414,Bulgaria,Europe,2014,44.4
1415,Croatia,Europe,2014,53.8
1416,Cyprus,Europe,2014,56.3
1417,Czech Republic,Europe,2014,64.8
1418,Denmark,Europe,2014,75.1
1419,Estonia,Europe,2014,55.6
1420,France,Europe,2014,64.7
1421,Romania,Europe,2014,57.3
1422,Yemen,Asia,2014,39.7
1423,Mexico,North America,2014,66.8
1424,Portugal,Europe,2014,51.3
1425,Vietnam,Asia,2014,50.8
1426,Greece,Europe,2014,47.6
1427,Hungary,Europe,2014,51.8
1428,Iceland,Europe,2014,
1429,Ireland,Europe,2014,70.2
1430,Latvia,Europe,2014,57.3
1431,Poland,Europe,2014,57.5
1432,Luxembourg,Europe,2014,68.9
1433,Malta,Europe,2014,64.5
1434,Moldova,Europe,2014,59.2
1435,Montenegro,Europe,2014,52.8
1436,Netherlands,Europe,2014,73.2
1437,Norway,Europe,2014,74.4
1438,Germany,Europe,2014,69.8
1439,Lithuania,Europe,2014,61.3
1440,Georgia,Europe,2014,42.9
1441,Finland,Europe,2014,73.8
1442,Slovenia,Europe,2014,56.8
1443,Turkmenistan,Asia,2014,57.9
1444,New Zealand,Australia and Oceania,2014,73.1
1445,Switzerland,Europe,2014,74.9
1446,Ukraine,Europe,2014,43.0
1447,United Kingdom,Europe,2014,67.6
1448,Belize,North America,2014,59.6
1449,Canada,North America,2014,73.0
1450,Australia,Australia and Oceania,2014,72.9
1451,Cuba,North America,2014,
1452,Dominican Republic,North America,2014,53.9
1453,El Salvador,North America,2014,58.6
1454,Guatemala,North America,2014,65.4
1455,Haiti,North America,2014,38.9
1456,Honduras,North America,2014,50.6
1457,Jamaica,North America,2014,53.1
1458,Panama,North America,2014,66.3
1459,United Arab Emirates,Asia,2014,65.4
1460,Sweden,Europe,2014,72.4
1461,Spain,Europe,2014,64.6
1462,Costa Rica,North America,2014,72.5
1463,Trinidad and Tobago,North America,2014,
1464,Nicaragua,North America,2014,62.8
1465,Argentina,South America,2014,66.7
1466,Bolivia,South America,2014,58.6
1467,Brazil,South America,2014,69.8
1468,Chile,South America,2014,68.4
1469,Ecuador,South America,2014,59.5
1470,Guyana,South America,2014,
1471,Colombia,South America,2014,64.5
1472,Peru,South America,2014,58.7
1473,Suriname,South America,2014,
1474,Uruguay,South America,2014,65.6
1475,Venezuela,South America,2014,61.4
1476,Uzbekistan,Asia,2014,60.5
1477,United States,North America,2014,71.5
1478,Serbia,Europe,2014,51.1
1479,Paraguay,South America,2014,51.2
1480,Cameroon,Africa,2015,50.4
1481,Algeria,Africa,2015,
1482,Angola,Africa,2015,
1483,Benin,Africa,2015,36.2
1484,Botswana,Africa,2015,37.6
1485,Burundi,Africa,2015,
1486,Central African Republic,Africa,2015,
1487,Ghana,Africa,2015,39.9
1488,Comoros,Africa,2015,
1489,Djibouti,Africa,2015,
1490,Egypt,Africa,2015,47.6
1491,Ethiopia,Africa,2015,45.7
1492,Gabon,Africa,2015,46.6
1493,Gambia,Africa,2015,
1494,Chad,Africa,2015,43.2
1495,Guinea,Africa,2015,35.0
1496,Libya,Africa,2015,56.2
1497,South Africa,Africa,2015,48.9
1498,Kenya,Africa,2015,43.6
1499,Madagascar,Africa,2015,35.9
1500,Malawi,Africa,2015,38.7
1501,Mali,Africa,2015,45.8
1502,Mauritania,Africa,2015,39.2
1503,Mauritius,Africa,2015,
1504,Morocco,Africa,2015,51.6
1505,Lesotho,Africa,2015,
1506,Mozambique,Africa,2015,45.5
1507,Niger,Africa,2015,36.7
1508,Nigeria,Africa,2015,49.3
1509,Rwanda,Africa,2015,34.8
1510,Senegal,Africa,2015,46.2
1511,Sierra Leone,Africa,2015,49.1
1512,Somalia,Africa,2015,53.5
1513,Turkmenistan,Asia,2015,57.9
1514,Namibia,Africa,2015,
1515,South Sudan,Africa,2015,40.7
1516,Kazakhstan,Asia,2015,59.5
1517,Tanzania,Africa,2015,36.6
1518,Uganda,Africa,2015,42.4
1519,Zambia,Africa,2015,48.4
1520,Zimbabwe,Africa,2015,37.0
1521,Afghanistan,Asia,2015,39.8
1522,Bahrain,Asia,2015,60.1
1523,Bangladesh,Asia,2015,46.3
1524,Togo,Africa,2015,37.7
1525,Cambodia,Asia,2015,41.6
1526,China,Asia,2015,53.0
1527,India,Asia,2015,43.4
1528,Indonesia,Asia,2015,50.4
1529,Iran,Asia,2015,47.5
1530,Iraq,Asia,2015,44.9
1531,Bhutan,Asia,2015,50.8
1532,Thailand,Asia,2015,62.0
1533,Tunisia,Africa,2015,51.3
1534,Liberia,Africa,2015,27.0
1535,Israel,Asia,2015,70.8
1536,Jordan,Asia,2015,54.0
1537,Kuwait,Asia,2015,61.5
1538,Lebanon,Asia,2015,51.7
1539,Malaysia,Asia,2015,63.2
1540,Maldives,Asia,2015,
1541,Mongolia,Asia,2015,49.8
1542,Oman,Asia,2015,
1543,Pakistan,Asia,2015,48.2
1544,Philippines,Asia,2015,55.5
1545,Qatar,Asia,2015,63.7
1546,Saudi Arabia,Asia,2015,63.5
1547,Singapore,Asia,2015,66.2
1548,Sri Lanka,Asia,2015,46.1
1549,Syria,Asia,2015,34.6
1550,Tajikistan,Asia,2015,51.2
1551,Sudan,Africa,2015,
1552,Nepal,Asia,2015,48.1
1553,Turkey,Asia,2015,55.1
1554,Serbia,Europe,2015,53.2
1555,Panama,North America,2015,66.1
1556,Vietnam,Asia,2015,50.8
1557,Yemen,Asia,2015,29.8
1558,Albania,Europe,2015,46.1
1559,Armenia,Europe,2015,43.5
1560,Austria,Europe,2015,70.8
1561,Azerbaijan,Europe,2015,51.5
1562,France,Europe,2015,63.6
1563,Belarus,Europe,2015,57.2
1564,Bosnia and Herzegovina,Europe,2015,51.2
1565,Bulgaria,Europe,2015,48.7
1566,Croatia,Europe,2015,52.1
