,country,continent,year,happiness
1818,Zimbabwe,Africa,2017,36.4
1819,Afghanistan,Asia,2017,26.6
1820,Bahrain,Asia,2017,62.3
1821,Bangladesh,Asia,2017,43.1
1822,Bhutan,Asia,2017,
1815,Tunisia,Africa,2017,41.2
1824,China,Asia,2017,51.0
1825,India,Asia,2017,40.5
1826,Indonesia,Asia,2017,51.0
1827,Iran,Asia,2017,47.2
1828,Iraq,Asia,2017,44.6
1829,Israel,Asia,2017,73.3
1823,Cambodia,Asia,2017,45.9
1797,Malawi,Africa,2017,34.2
1816,Uganda,Africa,2017,40.0
1814,Togo,Africa,2017,43.6
1831,Jordan,Asia,2017,48.1
1848,Thailand,Asia,2017,59.4
1835,Malaysia,Asia,2017,
1836,Maldives,Asia,2017,
1837,Mongolia,Asia,2017,53.3
1838,Nepal,Asia,2017,47.4
1839,Oman,Asia,2017,
1840,Pakistan,Asia,2017,58.3
1841,Philippines,Asia,2017,55.9
1842,Qatar,Asia,2017,
1843,Saudi Arabia,Asia,2017,62.9
1844,Singapore,Asia,2017,63.8
1845,Sri Lanka,Asia,2017,43.3
1846,Syria,Asia,2017,
1847,Tajikistan,Asia,2017,58.3
1813,Tanzania,Africa,2017,33.5
1833,Kuwait,Asia,2017,60.9
1830,Japan,Asia,2017,59.1
1796,Madagascar,Africa,2017,40.8
1776,Algeria,Africa,2017,52.5
1876,Italy,Europe,2017,62.0
1855,Albania,Europe,2017,46.4
1856,Armenia,Europe,2017,42.9
1857,Austria,Europe,2017,72.9
1858,Azerbaijan,Europe,2017,51.5
1859,Belarus,Europe,2017,55.5
1860,Belgium,Europe,2017,69.3
1861,Bosnia and Herzegovina,Europe,2017,50.9
1862,Bulgaria,Europe,2017,51.0
1863,Croatia,Europe,2017,53.4
1864,Cyprus,Europe,2017,60.6
1865,Czech Republic,Europe,2017,67.9
1866,Denmark,Europe,2017,75.9
1867,Estonia,Europe,2017,59.4
1869,France,Europe,2017,66.4
1887,Romania,Europe,2017,60.9
1886,Portugal,Europe,2017,57.1
1905,Mexico,North America,2017,64.1
1868,Finland,Europe,2017,77.9
1870,Georgia,Europe,2017,44.5
1850,Turkmenistan,Asia,2017,52.3
1872,Greece,Europe,2017,51.5
1873,Hungary,Europe,2017,60.7
1874,Iceland,Europe,2017,74.8
1875,Ireland,Europe,2017,70.6
1877,Latvia,Europe,2017,59.8
1885,Poland,Europe,2017,62.0
1879,Luxembourg,Europe,2017,70.6
1880,Malta,Europe,2017,66.8
1881,Moldova,Europe,2017,53.3
1882,Montenegro,Europe,2017,56.1
1883,Netherlands,Europe,2017,74.6
1884,Norway,Europe,2017,75.8
1871,Germany,Europe,2017,70.7
1878,Lithuania,Europe,2017,62.7
1853,Vietnam,Asia,2017,51.8
1889,Slovenia,Europe,2017,61.7
1854,Yemen,Asia,2017,32.5
1911,New Zealand,Australia and Oceania,2017,73.3
1892,Switzerland,Europe,2017,74.7
1893,Ukraine,Europe,2017,43.1
1894,United Kingdom,Europe,2017,71.0
1895,Belize,North America,2017,
1896,Canada,North America,2017,74.1
1897,Costa Rica,North America,2017,72.3
1898,Cuba,North America,2017,
1899,Dominican Republic,North America,2017,56.1
1900,El Salvador,North America,2017,63.4
1901,Guatemala,North America,2017,63.3
1902,Haiti,North America,2017,38.2
1903,Honduras,North America,2017,60.2
1904,Jamaica,North America,2017,58.9
1907,Panama,North America,2017,65.7
1910,Australia,Australia and Oceania,2017,72.6
1891,Sweden,Europe,2017,72.9
1890,Spain,Europe,2017,62.3
1851,United Arab Emirates,Asia,2017,70.4
1908,Trinidad and Tobago,North America,2017,61.9
1906,Nicaragua,North America,2017,64.8
1913,Bolivia,South America,2017,56.5
1914,Brazil,South America,2017,63.3
1915,Chile,South America,2017,63.2
1916,Colombia,South America,2017,61.6
1917,Ecuador,South America,2017,58.4
1918,Guyana,South America,2017,
1919,Paraguay,South America,2017,57.1
1912,Argentina,South America,2017,60.4
1921,Suriname,South America,2017,
1922,Uruguay,South America,2017,63.4
1923,Venezuela,South America,2017,50.7
1852,Uzbekistan,Asia,2017,64.2
1909,United States,North America,2017,69.9
1888,Serbia,Europe,2017,51.2
1920,Peru,South America,2017,57.1
1924,Algeria,Africa,2018,50.4
1925,Angola,Africa,2018,
1926,Benin,Africa,2018,58.2
1927,Botswana,Africa,2018,34.6
1928,Burundi,Africa,2018,37.8
1957,Somalia,Africa,2018,
1929,Cameroon,Africa,2018,52.5
1933,Djibouti,Africa,2018,
1931,Chad,Africa,2018,44.9
1932,Comoros,Africa,2018,39.7
1934,Egypt,Africa,2018,40.1
1935,Ethiopia,Africa,2018,43.8
1936,Gabon,Africa,2018,47.8
1937,Gambia,Africa,2018,49.2
1997,Turkey,Asia,2018,51.9
1930,Central African Republic,Africa,2018,
1938,Ghana,Africa,2018,
1952,Niger,Africa,2018,51.6
1940,Kenya,Africa,2018,46.6
1970,Bhutan,Asia,2018,
1943,Libya,Africa,2018,54.9
1944,Madagascar,Africa,2018,40.7
1945,Malawi,Africa,2018,33.3
1946,Mali,Africa,2018,44.2
1947,Mauritania,Africa,2018,43.1
1948,Mauritius,Africa,2018,58.8
1941,Lesotho,Africa,2018,
1949,Morocco,Africa,2018,49.0
1951,Namibia,Africa,2018,48.3
1953,Nigeria,Africa,2018,52.5
1954,Rwanda,Africa,2018,35.6
1955,Senegal,Africa,2018,47.7
1956,Sierra Leone,Africa,2018,43.1
1950,Mozambique,Africa,2018,46.5
1939,Guinea,Africa,2018,52.5
1958,South Africa,Africa,2018,48.8
1996,Thailand,Asia,2018,60.1
1960,Sudan,Africa,2018,
1977,Israel,Asia,2018,69.3
1963,Tunisia,Africa,2018,47.4
1964,Uganda,Africa,2018,43.2
1965,Zambia,Africa,2018,40.4
1966,Zimbabwe,Africa,2018,36.2
1967,Afghanistan,Asia,2018,26.9
1968,Bahrain,Asia,2018,
1969,Bangladesh,Asia,2018,45.0
1962,Togo,Africa,2018,40.2
1971,Cambodia,Asia,2018,51.2
1972,China,Asia,2018,51.3
1973,India,Asia,2018,38.2
1974,Indonesia,Asia,2018,53.4
1975,Iran,Asia,2018,42.8
1976,Iraq,Asia,2018,
1995,Tajikistan,Asia,2018,
1942,Liberia,Africa,2018,41.3
1985,Mongolia,Asia,2018,54.6
1979,Jordan,Asia,2018,46.4
1980,Kazakhstan,Asia,2018,60.1
1981,Kuwait,Asia,2018,
1982,Lebanon,Asia,2018,51.7
1983,Malaysia,Asia,2018,53.4
1984,Maldives,Asia,2018,
1986,Nepal,Asia,2018,49.1
1987,Oman,Asia,2018,
1988,Pakistan,Asia,2018,54.7
1989,Philippines,Asia,2018,58.7
1990,Qatar,Asia,2018,
1991,Saudi Arabia,Asia,2018,63.6
1992,Singapore,Asia,2018,63.7
1993,Sri Lanka,Asia,2018,44.0
1994,Syria,Asia,2018,
1959,South Sudan,Africa,2018,
1978,Japan,Asia,2018,57.9
1961,Tanzania,Africa,2018,34.5
2036,Serbia,Europe,2018,59.4
2053,Mexico,North America,2018,65.5
2071,Venezuela,South America,2018,50.1
2000,Uzbekistan,Asia,2018,62.1
2001,Vietnam,Asia,2018,53.0
2002,Yemen,Asia,2018,30.6
2003,Albania,Europe,2018,50.0
2004,Armenia,Europe,2018,50.6
2009,Bosnia and Herzegovina,Europe,2018,58.9
2005,Austria,Europe,2018,74.0
2007,Belarus,Europe,2018,52.3
2008,Belgium,Europe,2018,68.9
2010,Bulgaria,Europe,2018,51.0
2011,Croatia,Europe,2018,55.4
2012,Cyprus,Europe,2018,62.8
2013,Czech Republic,Europe,2018,70.3
2006,Azerbaijan,Europe,2018,51.7
2017,France,Europe,2018,66.7
2025,Latvia,Europe,2018,59.0
2018,Georgia,Europe,2018,46.6
1998,Turkmenistan,Asia,2018,46.2
2019,Germany,Europe,2018,71.2
2020,Greece,Europe,2018,54.1
2021,Hungary,Europe,2018,
2022,Iceland,Europe,2018,
2023,Ireland,Europe,2018,69.6
2033,Poland,Europe,2018,
2024,Italy,Europe,2018,65.2
2028,Malta,Europe,2018,69.1
2026,Lithuania,Europe,2018,63.1
2027,Luxembourg,Europe,2018,72.4
2029,Moldova,Europe,2018,56.8
2030,Montenegro,Europe,2018,56.5
2031,Netherlands,Europe,2018,74.6
2032,Norway,Europe,2018,74.4
2014,Denmark,Europe,2018,76.5
2016,Finland,Europe,2018,78.6
2015,Estonia,Europe,2018,60.9
1999,United Arab Emirates,Asia,2018,66.0
2052,Jamaica,North America,2018,
2037,Slovenia,Europe,2018,62.5
2038,Spain,Europe,2018,65.1
2039,Sweden,Europe,2018,73.7
2040,Switzerland,Europe,2018,75.1
2042,United Kingdom,Europe,2018,72.3
2043,Belize,North America,2018,
2044,Canada,North America,2018,71.8
2045,Costa Rica,North America,2018,71.4
2046,Cuba,North America,2018,
2047,Dominican Republic,North America,2018,54.3
2048,El Salvador,North America,2018,62.8
2049,Guatemala,North America,2018,66.3
2050,Haiti,North America,2018,36.1
2034,Portugal,Europe,2018,59.2
2054,Nicaragua,North America,2018,58.2
2035,Romania,Europe,2018,61.5
2041,Ukraine,Europe,2018,46.6
2051,Honduras,North America,2018,59.1
2055,Panama,North America,2018,62.8
2057,United States,North America,2018,68.8
2058,Australia,Australia and Oceania,2018,71.8
2059,New Zealand,Australia and Oceania,2018,73.7
2060,Argentina,South America,2018,57.9
2061,Bolivia,South America,2018,59.2
2062,Brazil,South America,2018,61.9
2063,Chile,South America,2018,64.4
2056,Trinidad and Tobago,North America,2018,
2065,Ecuador,South America,2018,61.3
2066,Guyana,South America,2018,
2067,Paraguay,South America,2018,
2068,Peru,South America,2018,56.8
2069,Suriname,South America,2018,
2070,Uruguay,South America,2018,63.7
2064,Colombia,South America,2018,59.8
2072,Algeria,Africa,2019,50.1
2073,Angola,Africa,2019,
2074,Benin,Africa,2019,52.2
2075,Botswana,Africa,2019,34.8
2076,Burundi,Africa,2019,37.8
2077,Cameroon,Africa,2019,50.8
2078,Central African Republic,Africa,2019,34.8
2081,Djibouti,Africa,2019,
2080,Comoros,Africa,2019,42.9
2082,Egypt,Africa,2019,41.5
2083,Ethiopia,Africa,2019,41.9
2084,Gabon,Africa,2019,48.3
2085,Gambia,Africa,2019,47.5
2218,Uruguay,South America,2019,64.4
2079,Chad,Africa,2019,44.2
2086,Ghana,Africa,2019,51.5
2090,Liberia,Africa,2019,45.6
2088,Kenya,Africa,2019,45.8
2104,Sierra Leone,Africa,2019,39.3
2091,Libya,Africa,2019,54.9
2092,Madagascar,Africa,2019,41.7
2093,Malawi,Africa,2019,35.4
2094,Mali,Africa,2019,47.3
2095,Mauritania,Africa,2019,43.7
2089,Lesotho,Africa,2019,36.5
2096,Mauritius,Africa,2019,61.0
2098,Mozambique,Africa,2019,46.2
2099,Namibia,Africa,2019,45.7
2100,Niger,Africa,2019,49.1
2101,Nigeria,Africa,2019,47.2
2102,Rwanda,Africa,2019,33.1
2103,Senegal,Africa,2019,49.8
2097,Morocco,Africa,2019,50.9
2087,Guinea,Africa,2019,49.5
2105,Somalia,Africa,2019,
2123,Iran,Asia,2019,46.7
2107,South Sudan,Africa,2019,28.2
2108,Sudan,Africa,2019,
2110,Togo,Africa,2019,41.9
2111,Tunisia,Africa,2019,43.9
2112,Uganda,Africa,2019,44.3
2113,Zambia,Africa,2019,37.6
2114,Zimbabwe,Africa,2019,33.0
2115,Afghanistan,Asia,2019,25.7
2116,Bahrain,Asia,2019,62.3
2117,Bangladesh,Asia,2019,48.3
2118,Bhutan,Asia,2019,
2119,Cambodia,Asia,2019,48.5
2120,China,Asia,2019,51.2
2121,India,Asia,2019,35.7
2122,Indonesia,Asia,2019,52.9
2143,Tajikistan,Asia,2019,55.6
2124,Iraq,Asia,2019,47.8
2106,South Africa,Africa,2019,48.1
2126,Japan,Asia,2019,58.7
2127,Jordan,Asia,2019,46.3
2128,Kazakhstan,Asia,2019,60.6
2129,Kuwait,Asia,2019,61.0
2130,Lebanon,Asia,2019,47.7
2131,Malaysia,Asia,2019,53.8
2132,Maldives,Asia,2019,52.0
2133,Mongolia,Asia,2019,54.6
2134,Nepal,Asia,2019,51.4
2135,Oman,Asia,2019,
2136,Pakistan,Asia,2019,56.9
2137,Philippines,Asia,2019,60.1
2138,Qatar,Asia,2019,
2139,Saudi Arabia,Asia,2019,64.1
2140,Singapore,Asia,2019,63.8
2141,Sri Lanka,Asia,2019,43.3
2142,Syria,Asia,2019,
2144,Thailand,Asia,2019,60.0
2109,Tanzania,Africa,2019,34.8
2203,Panama,North America,2019,63.0
2200,Jamaica,North America,2019,58.9
2180,Norway,Europe,2019,74.9
2148,Uzbekistan,Asia,2019,62.6
2149,Vietnam,Asia,2019,53.5
2150,Yemen,Asia,2019,35.3
2151,Albania,Europe,2019,48.8
2152,Armenia,Europe,2019,46.8
2162,Denmark,Europe,2019,76.5
2153,Austria,Europe,2019,72.9
2155,Belarus,Europe,2019,55.4
2156,Belgium,Europe,2019,68.6
2157,Bosnia and Herzegovina,Europe,2019,56.7
2158,Bulgaria,Europe,2019,51.0
2159,Croatia,Europe,2019,55.0
2160,Cyprus,Europe,2019,61.6
2154,Azerbaijan,Europe,2019,51.6
2147,United Arab Emirates,Asia,2019,67.9
2164,Finland,Europe,2019,78.1
2173,Latvia,Europe,2019,59.5
2125,Israel,Asia,2019,71.3
2166,Georgia,Europe,2019,46.7
2167,Germany,Europe,2019,70.8
2168,Greece,Europe,2019,55.1
2169,Hungary,Europe,2019,60.0
2170,Iceland,Europe,2019,75.0
2171,Ireland,Europe,2019,70.9
2172,Italy,Europe,2019,63.9
2175,Luxembourg,Europe,2019,72.4
2174,Lithuania,Europe,2019,62.2
2176,Malta,Europe,2019,67.7
2177,Moldova,Europe,2019,56.1
2178,Montenegro,Europe,2019,55.5
2179,Netherlands,Europe,2019,74.5
2165,France,Europe,2019,66.6
2161,Czech Republic,Europe,2019,69.1
2163,Estonia,Europe,2019,60.2
2181,Poland,Europe,2019,61.9
2217,Suriname,South America,2019,
2184,Serbia,Europe,2019,57.8
2185,Slovenia,Europe,2019,63.6
2186,Spain,Europe,2019,64.0
2187,Sweden,Europe,2019,73.5
2188,Switzerland,Europe,2019,75.6
2189,Ukraine,Europe,2019,45.6
2190,United Kingdom,Europe,2019,71.6
2191,Belize,North America,2019,
2192,Canada,North America,2019,72.3
2193,Costa Rica,North America,2019,71.2
2194,Cuba,North America,2019,
2195,Dominican Republic,North America,2019,56.9
2196,El Salvador,North America,2019,63.5
2197,Guatemala,North America,2019,64.0
2198,Haiti,North America,2019,37.2
2199,Honduras,North America,2019,59.5
2145,Turkey,Asia,2019,51.3
2201,Mexico,North America,2019,64.7
2202,Nicaragua,North America,2019,61.4
2183,Romania,Europe,2019,61.2
2204,Trinidad and Tobago,North America,2019,61.9
2205,United States,North America,2019,69.4
2206,Australia,Australia and Oceania,2019,72.2
2207,New Zealand,Australia and Oceania,2019,73.0
2208,Argentina,South America,2019,59.7
2209,Bolivia,South America,2019,57.5
2210,Brazil,South America,2019,63.8
2211,Chile,South America,2019,62.3
2212,Colombia,South America,2019,61.6
2213,Ecuador,South America,2019,59.3
2214,Guyana,South America,2019,
2215,Paraguay,South America,2019,56.9
2216,Peru,South America,2019,58.0
2146,Turkmenistan,Asia,2019,51.2
2182,Portugal,Europe,2019,59.1
2219,Venezuela,South America,2019,50.5
