,Unnamed: 0,country,continent,year,happiness,democracy_score,index_of_functioning_goverment,code,population,women_in_parliament_%,daily_income_usd,income_inequlity
376,376,Armenia,Europe,2007,48.8,41.2,32.1,ARM,2932615.0,9.2,6.81,31.2
378,378,Estonia,Europe,2007,53.3,77.1,75.0,EST,1340680.0,22.1,24.5,31.2
380,380,Belgium,Europe,2007,72.2,81.5,82.1,BEL,10625700.0,35.3,47.8,29.2
381,381,Poland,Europe,2007,58.9,73.0,60.7,POL,38120560.0,18.2,15.7,34.0
382,382,Bulgaria,Europe,2007,38.4,70.6,55.4,BGR,7545338.0,20.8,12.1,36.1
383,383,Croatia,Europe,2007,58.2,70.4,60.7,HRV,4310217.0,20.9,28.4,32.6
385,385,Czech Republic,Europe,2007,65.0,81.8,69.7,CZE,10298828.0,16.7,27.0,26.0
387,387,Bosnia and Herzegovina,Europe,2007,49.0,57.4,32.9,BIH,3762791.0,13.3,20.8,33.1
389,389,Lithuania,Europe,2007,58.1,74.0,60.7,LTU,3231294.0,18.4,21.6,34.8
390,390,Nicaragua,North America,2007,49.4,58.8,50.4,NIC,5590066.0,20.2,8.14,46.3
391,391,Italy,Europe,2007,65.7,78.5,64.3,ITA,58438310.0,18.1,44.6,32.9
392,392,Germany,Europe,2007,64.2,88.2,85.7,DEU,82266372.0,32.3,52.4,31.3
393,393,Greece,Europe,2007,66.5,81.3,75.0,GRC,11048473.0,15.3,35.0,34.0
394,394,Hungary,Europe,2007,49.5,74.8,64.3,HUN,10055780.0,10.0,18.0,27.9
397,397,Latvia,Europe,2007,46.7,73.0,60.7,LVA,2200325.0,19.0,20.5,37.5
401,401,Moldova,Europe,2007,47.7,65.0,42.9,MDA,2873429.0,23.8,9.21,34.4
402,402,Montenegro,Europe,2007,52.0,65.0,53.5,MNE,615875.0,8.64,16.3,31.4
403,403,Netherlands,Europe,2007,74.5,96.0,91.1,NLD,16381696.0,34.7,52.5,29.6
404,404,Georgia,Europe,2007,37.1,47.6,12.9,GEO,3860158.0,7.17,5.6,38.1
405,405,Denmark,Europe,2007,78.3,95.2,96.4,DNK,5461438.0,37.4,50.5,26.2
406,406,Belarus,Europe,2007,56.2,33.4,28.6,BLR,9560953.0,31.5,13.5,29.6
408,408,United Kingdom,Europe,2007,68.0,81.2,85.7,GBR,61322463.0,19.7,49.8,35.7
409,409,Mexico,North America,2007,65.3,67.3,66.0,MEX,109170503.0,24.3,12.5,49.4
411,411,Spain,Europe,2007,69.9,84.0,78.6,ESP,45226803.0,31.8,41.4,34.1
412,412,Sweden,Europe,2007,72.4,98.8,100.0,SWE,9148092.0,46.7,46.6,27.1
414,414,Ukraine,Europe,2007,52.5,69.4,55.4,UKR,46509355.0,8.33,10.7,27.0
416,416,Canada,North America,2007,74.8,90.7,96.4,CAN,32889025.0,34.4,55.6,33.8
417,417,Costa Rica,North America,2007,74.3,80.4,82.1,CRI,4404626.0,38.6,18.9,49.3
419,419,Dominican Republic,North America,2007,50.8,61.6,44.6,DOM,9338856.0,17.6,12.3,48.9
420,420,El Salvador,North America,2007,53.0,63.1,55.7,SLV,6105810.0,17.5,9.86,45.2
421,421,Guatemala,North America,2007,63.3,60.7,67.9,GTM,13477017.0,12.0,11.0,53.7
424,424,Panama,North America,2007,68.9,73.5,71.4,PAN,3453671.0,11.9,15.1,52.7
425,425,Romania,Europe,2007,53.9,70.6,60.7,ROU,20882982.0,9.76,8.44,37.5
426,426,Honduras,North America,2007,51.0,62.1,62.5,HND,7808520.0,20.7,9.19,55.8
429,429,United States,North America,2007,75.1,82.2,78.6,USA,301231207.0,16.8,66.4,40.8
430,430,Australia,Australia and Oceania,2007,72.9,90.9,89.3,AUS,20827600.0,29.6,52.9,34.8
431,431,New Zealand,Australia and Oceania,2007,76.0,91.0,87.5,NZL,4223800.0,33.1,42.1,32.0
432,432,Argentina,South America,2007,60.7,66.3,50.0,ARG,39684303.0,39.8,17.9,46.2
433,433,Bolivia,South America,2007,56.3,60.6,57.1,BOL,9558438.0,20.7,10.5,54.5
434,434,Brazil,South America,2007,63.2,73.8,78.6,BRA,190130445.0,9.85,15.4,54.9
436,436,Serbia,Europe,2007,47.5,65.5,51.8,SRB,7381579.0,20.4,12.4,28.7
437,437,Ecuador,South America,2007,50.0,56.4,42.9,ECU,14296554.0,27.8,11.8,53.4
438,438,Guyana,South America,2007,59.9,61.4,55.4,GUY,746477.0,29.4,8.97,45.2
439,439,Paraguay,South America,2007,52.7,62.8,55.4,PRY,5998430.0,12.6,12.9,53.0
440,440,Peru,South America,2007,52.1,62.1,37.9,PER,28333050.0,27.5,10.3,50.0
442,442,Uruguay,South America,2007,56.9,80.2,82.1,URY,3331753.0,13.0,19.3,46.4
443,443,Colombia,South America,2007,61.4,64.7,48.6,COL,43737512.0,10.7,11.5,54.9
445,445,Benin,Africa,2008,36.7,60.6,64.3,BEN,8696915.0,10.2,2.72,41.5
446,446,Botswana,Africa,2008,54.5,74.7,75.0,BWA,1915636.0,8.57,10.9,61.0
447,447,Burundi,Africa,2008,35.6,45.1,32.9,BDI,8126104.0,33.4,1.6,34.8
448,448,Cameroon,Africa,2008,42.9,34.6,42.9,CMR,19252674.0,14.6,4.01,43.4
449,449,Ghana,Africa,2008,49.7,53.5,46.4,GHA,23563832.0,7.89,5.0,42.6
451,451,Djibouti,Africa,2008,50.1,23.7,14.3,DJI,816361.0,13.8,5.05,43.0
460,460,Niger,Africa,2008,42.4,34.1,11.4,NER,15250913.0,10.3,2.21,35.7
461,461,South Africa,Africa,2008,53.5,79.1,78.6,ZAF,49779472.0,40.2,11.3,63.0
462,462,Kenya,Africa,2008,40.2,47.9,42.9,KEN,39791984.0,10.3,3.26,44.7
463,463,Madagascar,Africa,2008,46.4,55.7,57.1,MDG,19996476.0,13.6,1.86,41.4
465,465,Mali,Africa,2008,41.1,58.7,57.1,MLI,14113578.0,10.1,2.44,34.9
466,466,Mauritania,Africa,2008,42.5,39.1,42.9,MRT,3296237.0,16.3,5.32,35.7
469,469,Mozambique,Africa,2008,46.5,54.9,53.6,MOZ,22276596.0,38.3,1.92,45.6
471,471,Nigeria,Africa,2008,49.4,35.3,32.1,NGA,150269622.0,6.23,2.35,42.5
472,472,Rwanda,Africa,2008,43.6,37.1,35.7,RWA,9524532.0,56.3,2.35,49.1
473,473,Senegal,Africa,2008,46.8,53.7,50.0,SEN,12004700.0,31.0,3.2,39.8
474,474,Sierra Leone,Africa,2008,30.0,41.1,15.0,SLE,6133599.0,13.4,2.06,36.2
476,476,Liberia,Africa,2008,42.2,52.5,7.9,LBR,3607863.0,12.2,1.84,36.0
478,478,Turkey,Asia,2008,51.2,56.9,60.7,TUR,70418612.0,10.4,14.9,39.0
480,480,Kazakhstan,Asia,2008,58.9,34.5,21.4,KAZ,15776938.0,3.8,9.7,28.5
481,481,Togo,Africa,2008,28.1,24.3,4.3,TGO,6083417.0,9.49,2.41,43.7
483,483,Uganda,Africa,2008,45.7,50.3,39.3,UGA,30431734.0,21.5,2.95,43.9
484,484,Zambia,Africa,2008,47.3,52.5,46.4,ZMB,12848531.0,13.2,2.54,55.1
485,485,Zimbabwe,Africa,2008,31.7,25.3,7.9,ZWE,12379553.0,18.3,3.35,43.1
486,486,Afghanistan,Asia,2008,37.2,30.2,7.9,AFG,27722281.0,26.9,2.02,37.7
490,490,Cambodia,Asia,2008,44.6,48.7,60.7,KHM,13883835.0,16.3,3.17,41.0
492,492,India,Asia,2008,51.5,78.0,82.1,IND,1200669762.0,10.8,3.05,35.2
493,493,Indonesia,Asia,2008,48.2,63.4,67.9,IDN,235469755.0,16.6,3.97,35.1
496,496,Tanzania,Africa,2008,43.8,52.8,39.3,TZA,41853944.0,33.9,2.3,39.6
497,497,Tajikistan,Asia,2008,50.6,24.5,7.9,TJK,7209924.0,18.4,5.36,31.5
498,498,Israel,Asia,2008,72.6,74.8,75.0,ISR,7308800.0,16.4,30.5,41.6
499,499,Nepal,Asia,2008,44.4,40.5,42.9,NPL,26666581.0,33.2,3.37,35.6
501,501,Lebanon,Asia,2008,45.9,56.2,32.1,LBN,4764745.0,3.52,22.6,31.8
502,502,Malaysia,Asia,2008,58.1,63.6,60.7,MYS,27236003.0,14.6,18.3,45.5
504,504,Mongolia,Asia,2008,44.9,66.0,60.7,MNG,2631899.0,5.13,8.53,34.9
505,505,Jordan,Asia,2008,49.3,39.3,32.1,JOR,6556473.0,9.8,10.1,32.6
507,507,Philippines,Asia,2008,45.9,61.2,50.0,PHL,90901967.0,21.0,5.83,46.6
509,509,Saudi Arabia,Asia,2008,68.1,19.0,28.6,SAU,25888535.0,17.0,49.7,35.6
510,510,Singapore,Asia,2008,66.4,58.9,75.0,SGP,4839396.0,21.6,47.6,42.4
511,511,Sri Lanka,Asia,2008,44.3,66.1,46.4,LKA,19983984.0,5.19,6.55,37.2
513,513,Pakistan,Asia,2008,44.1,44.6,57.1,PAK,171648984.0,22.5,3.82,31.0
514,514,Japan,Asia,2008,59.1,82.5,82.1,JPN,128063000.0,14.5,41.0,34.8
515,515,Iraq,Asia,2008,45.9,40.0,0.7,IRQ,28385739.0,27.5,6.1,28.9
516,516,Thailand,Asia,2008,56.4,68.1,67.9,THA,66530980.0,16.0,12.7,40.3
519,519,Uzbekistan,Asia,2008,53.1,17.4,7.9,UZB,27302800.0,20.7,2.88,35.0
520,520,Vietnam,Asia,2008,54.8,25.3,42.9,VNM,86243424.0,25.4,4.43,35.6
523,523,Armenia,Europe,2008,46.5,40.9,32.1,ARM,2907615.0,9.36,6.96,29.2
524,524,Austria,Europe,2008,71.8,84.9,78.6,AUT,8321496.0,27.8,54.1,30.4
526,526,Belarus,Europe,2008,54.6,33.4,28.6,BLR,9527985.0,32.5,14.0,27.8
532,532,Denmark,Europe,2008,79.7,95.2,96.4,DNK,5493621.0,37.9,49.9,25.3
533,533,Finland,Europe,2008,76.7,92.5,100.0,FIN,5313399.0,41.9,48.3,27.8
536,536,Estonia,Europe,2008,54.5,76.8,75.0,EST,1337090.0,21.9,25.4,31.9
537,537,France,Europe,2008,70.1,80.7,75.0,FRA,64374979.0,21.9,52.8,33.0
538,538,Germany,Europe,2008,65.2,88.2,85.7,DEU,82110097.0,32.5,52.2,31.1
541,541,Iceland,Europe,2008,68.9,96.5,96.4,ISL,317414.0,36.0,61.3,31.8
542,542,Ireland,Europe,2008,75.7,90.1,89.3,IRL,4489544.0,16.1,46.6,30.9
543,543,Norway,Europe,2008,76.3,96.8,96.4,NOR,4768212.0,39.2,61.9,27.0
544,544,Italy,Europe,2008,67.8,79.8,64.3,ITA,58826731.0,20.1,44.0,33.8
546,546,Lithuania,Europe,2008,55.5,73.6,57.1,LTU,3198231.0,17.7,18.7,35.7
548,548,Moldova,Europe,2008,55.0,65.0,42.9,MDA,2867964.0,24.2,8.98,34.7
550,550,Netherlands,Europe,2008,76.3,95.3,89.3,NLD,16445593.0,37.7,52.5,29.3
551,551,Georgia,Europe,2008,41.6,46.2,7.9,GEO,3848449.0,6.0,6.06,38.5
552,552,Latvia,Europe,2008,51.5,72.3,57.1,LVA,2177322.0,19.0,20.5,37.2
553,553,Belgium,Europe,2008,71.2,81.6,82.1,BEL,10709973.0,36.3,48.4,28.4
555,555,Portugal,Europe,2008,57.2,80.5,82.1,PRT,10558177.0,26.2,28.7,36.6
556,556,Nicaragua,North America,2008,51.0,60.7,43.6,NIC,5667436.0,25.2,8.1,45.1
557,557,Spain,Europe,2008,72.9,84.5,78.6,ESP,45954106.0,32.1,42.1,34.2
558,558,Sweden,Europe,2008,75.2,98.8,100.0,SWE,9219637.0,46.1,48.1,28.1
560,560,Ukraine,Europe,2008,51.7,69.4,53.6,UKR,46258189.0,8.45,12.2,26.6
561,561,United Kingdom,Europe,2008,69.9,81.5,85.7,GBR,61806995.0,19.7,45.8,34.1
563,563,Mexico,North America,2008,68.3,67.8,71.4,MEX,110815272.0,25.7,12.5,49.9
564,564,Costa Rica,North America,2008,68.5,80.4,82.1,CRI,4463123.0,38.6,19.1,48.6
565,565,Dominican Republic,North America,2008,48.4,62.0,46.4,DOM,9458079.0,18.1,11.8,48.1
566,566,El Salvador,North America,2008,51.9,64.0,57.1,SLV,6131767.0,18.3,9.51,46.9
567,567,Guatemala,North America,2008,64.1,60.7,67.9,GTM,13739299.0,12.3,10.8,52.9
568,568,Haiti,North America,2008,38.5,41.9,36.4,HTI,9646570.0,4.72,3.06,60.3
569,569,Honduras,North America,2008,54.2,61.8,60.7,HND,7980955.0,19.3,9.49,55.5
572,572,Panama,North America,2008,69.3,73.5,71.4,PAN,3516204.0,10.2,18.2,52.7
573,573,Canada,North America,2008,74.9,90.7,96.4,CAN,33247118.0,25.3,56.3,33.8
574,574,Trinidad and Tobago,North America,2008,67.0,72.1,67.9,TTO,1314449.0,31.5,26.9,41.1
576,576,United States,North America,2008,72.8,82.2,78.6,USA,304093966.0,17.3,64.6,40.8
577,577,Australia,Australia and Oceania,2008,72.5,90.9,89.3,AUS,21249200.0,29.5,55.6,35.4
578,578,New Zealand,Australia and Oceania,2008,73.8,91.9,89.3,NZL,4259800.0,33.6,41.3,33.3
579,579,Argentina,South America,2008,59.6,66.3,50.0,ARG,40080159.0,39.4,18.3,44.9
580,580,Bolivia,South America,2008,53.0,61.5,57.1,BOL,9721457.0,23.7,11.0,50.8
581,581,Brazil,South America,2008,66.9,73.8,78.6,BRA,192030362.0,9.77,16.2,54.0
584,584,Ecuador,South America,2008,53.0,56.4,42.9,ECU,14535740.0,30.2,11.3,49.8
586,586,Paraguay,South America,2008,55.7,64.0,60.7,PRY,6081296.0,13.6,13.5,50.7
587,587,Peru,South America,2008,51.3,63.1,42.9,PER,28562321.0,26.0,10.7,47.5
589,589,Uruguay,South America,2008,56.6,80.8,82.1,URY,3340221.0,13.5,21.2,45.1
591,591,Colombia,South America,2008,61.7,65.4,53.6,COL,44254972.0,11.8,11.8,55.3
597,597,Burundi,Africa,2009,37.9,42.6,32.9,BDI,8397661.0,34.0,1.62,35.5
598,598,Cameroon,Africa,2009,47.4,34.4,42.9,CMR,19789922.0,15.0,3.94,43.9
601,601,Comoros,Africa,2009,34.8,35.0,22.1,COM,673251.0,0.0,6.6,50.4
602,602,Djibouti,Africa,2009,49.1,22.9,14.3,DJI,827820.0,13.7,4.97,43.5
606,606,Ghana,Africa,2009,42.0,56.9,48.2,GHA,24170943.0,8.34,5.1,42.5
608,608,South Africa,Africa,2009,52.2,78.5,80.3,ZAF,50477013.0,43.1,11.4,63.2
609,609,Kenya,Africa,2009,42.7,47.5,42.9,KEN,40901798.0,11.1,3.26,44.1
613,613,Malawi,Africa,2009,51.5,54.9,53.5,MWI,14128161.0,20.8,1.89,44.5
614,614,Mali,Africa,2009,39.8,59.4,60.7,MLI,14581427.0,9.98,2.41,33.0
615,615,Mauritania,Africa,2009,45.0,38.9,42.9,MRT,3393408.0,14.3,5.24,35.2
620,620,Niger,Africa,2009,42.7,34.0,7.85,NER,15843131.0,9.82,1.93,34.3
621,621,Nigeria,Africa,2009,49.8,35.0,32.1,NGA,154324939.0,5.39,2.38,43.0
622,622,Rwanda,Africa,2009,40.3,34.8,41.0,RWA,9782770.0,53.8,2.37,48.1
623,623,Senegal,Africa,2009,43.4,53.2,46.5,SEN,12335092.0,33.0,3.16,39.9
628,628,Jordan,Asia,2009,60.0,38.4,39.3,JOR,6893258.0,11.1,10.7,33.1
629,629,Kuwait,Asia,2009,65.9,36.4,42.9,KWT,2821041.0,7.69,71.6,34.9
630,630,Tunisia,Africa,2009,50.3,28.8,28.6,TUN,10525691.0,27.6,9.18,36.2
631,631,Uganda,Africa,2009,46.1,50.4,35.7,UGA,31411096.0,19.4,3.06,44.2
632,632,Zambia,Africa,2009,52.6,54.6,50.0,ZMB,13215142.0,12.4,2.52,55.4
633,633,Zimbabwe,Africa,2009,40.6,25.9,10.4,ZWE,12526964.0,22.1,3.7,43.1
636,636,Afghanistan,Asia,2009,44.0,27.5,7.9,AFG,28394806.0,27.3,2.4,37.7
637,637,Cambodia,Asia,2009,41.1,48.7,60.7,KHM,14093605.0,17.1,3.11,41.1
639,639,India,Asia,2009,45.2,75.4,83.9,IND,1217726217.0,10.8,3.11,35.4
640,640,Indonesia,Asia,2009,54.7,64.3,71.5,IDN,238620554.0,17.2,4.15,35.1
642,642,Iraq,Asia,2009,47.8,40.0,4.3,IRQ,28973157.0,26.3,6.12,29.1
643,643,Israel,Asia,2009,73.5,74.8,75.0,ISR,7485600.0,17.5,30.4,42.0
645,645,Japan,Asia,2009,58.4,81.7,82.1,JPN,128047000.0,11.3,44.5,33.4
646,646,Tanzania,Africa,2009,34.1,54.6,41.1,TZA,43073830.0,35.0,2.36,39.0
648,648,Thailand,Asia,2009,54.8,66.8,64.3,THA,66866834.0,15.9,13.1,39.6
649,649,Lebanon,Asia,2009,52.1,57.2,35.7,LBN,4813026.0,3.13,25.3,31.8
650,650,Malaysia,Asia,2009,53.8,62.8,64.3,MYS,27735038.0,28.1,18.4,45.0
653,653,Nepal,Asia,2009,49.2,41.5,42.9,NPL,26883531.0,33.2,3.63,34.2
655,655,Pakistan,Asia,2009,52.1,45.0,57.1,PAK,175525610.0,18.0,3.84,30.4
656,656,Philippines,Asia,2009,48.8,61.2,50.0,PHL,92414161.0,20.9,5.87,46.3
657,657,Qatar,Asia,2009,64.2,30.1,33.9,QAT,1654944.0,0.0,59.9,34.2
658,658,Saudi Arabia,Asia,2009,61.5,18.7,28.6,SAU,26630303.0,22.7,48.7,35.6
659,659,Singapore,Asia,2009,61.4,58.9,75.0,SGP,4987573.0,21.8,46.3,42.2
660,660,Sri Lanka,Asia,2009,42.1,66.3,53.5,LKA,20123508.0,5.26,6.55,36.0
662,662,Sudan,Africa,2009,44.5,26.1,19.6,SDN,33783779.0,22.0,4.53,35.4
663,663,Kazakhstan,Asia,2009,53.8,33.8,21.4,KAZ,16092822.0,3.9,9.57,28.2
664,664,Tajikistan,Asia,2009,45.8,24.8,7.9,TJK,7364752.0,17.9,5.78,30.8
665,665,Turkey,Asia,2009,52.1,57.1,66.0,TUR,71321406.0,11.7,14.7,39.0
666,666,Turkmenistan,Asia,2009,65.7,17.2,7.9,TKM,5007953.0,16.8,5.58,44.7
667,667,Nicaragua,North America,2009,53.5,59.0,43.6,NIC,5745538.0,30.2,7.93,43.9
668,668,Uzbekistan,Asia,2009,52.6,17.4,7.9,UZB,27767400.0,22.0,3.06,35.0
669,669,Vietnam,Asia,2009,53.0,27.4,42.9,VNM,87092250.0,25.1,4.94,37.4
671,671,Albania,Europe,2009,54.9,58.9,50.7,ALB,2927519.0,16.4,8.32,29.7
672,672,Armenia,Europe,2009,41.8,40.9,32.1,ARM,2888094.0,9.57,6.19,28.0
677,677,Bosnia and Herzegovina,Europe,2009,49.6,55.1,32.9,BIH,3735945.0,16.2,19.7,33.0
679,679,Croatia,Europe,2009,54.3,69.3,60.7,HRV,4305181.0,22.4,27.7,32.6
680,680,Cyprus,Europe,2009,68.3,75.0,62.5,CYP,1098089.0,12.1,47.4,32.1
682,682,Belarus,Europe,2009,55.6,33.4,28.6,BLR,9504583.0,31.8,14.2,27.7
684,684,Poland,Europe,2009,57.7,71.8,60.7,POL,38151603.0,20.1,17.1,33.4
685,685,Latvia,Europe,2009,46.7,71.4,55.4,LVA,2141669.0,19.0,16.7,36.0
686,686,France,Europe,2009,62.8,79.2,73.2,FRA,64707035.0,20.7,53.2,32.7
687,687,Georgia,Europe,2009,38.0,46.0,14.7,GEO,3814419.0,7.5,6.0,38.2
688,688,Germany,Europe,2009,66.4,86.0,82.2,DEU,81902307.0,32.8,52.3,30.5
689,689,Greece,Europe,2009,60.4,80.3,69.7,GRC,11107017.0,17.3,36.1,33.6
690,690,Hungary,Europe,2009,48.9,73.3,60.7,HUN,10022650.0,9.39,19.2,27.0
692,692,Ireland,Europe,2009,70.5,89.0,84.0,IRL,4535375.0,16.5,45.8,32.7
693,693,Italy,Europe,2009,63.3,79.0,66.1,ITA,59095365.0,22.9,44.5,33.8
694,694,Malta,Europe,2009,63.3,83.3,82.1,MLT,412477.0,9.83,35.7,30.2
695,695,Lithuania,Europe,2009,54.7,73.0,57.1,LTU,3162916.0,19.4,19.2,37.2
696,696,Luxembourg,Europe,2009,69.6,89.9,92.9,LUX,497783.0,25.0,74.2,31.2
697,697,Moldova,Europe,2009,55.5,64.2,50.0,MDA,2864346.0,24.4,8.96,32.9
698,698,Montenegro,Europe,2009,48.0,63.5,50.0,MNE,618294.0,8.64,16.8,31.0
701,701,Estonia,Europe,2009,51.4,76.8,75.0,EST,1334515.0,21.5,23.9,31.4
702,702,Romania,Europe,2009,53.7,68.3,62.5,ROU,20367487.0,10.3,10.2,35.6
703,703,Denmark,Europe,2009,76.8,95.2,96.4,DNK,5523095.0,38.3,50.7,26.7
704,704,Slovenia,Europe,2009,58.3,78.3,75.0,SVN,2039669.0,19.6,35.3,24.8
705,705,Spain,Europe,2009,62.0,83.0,80.3,ESP,46362946.0,32.8,42.0,34.9
706,706,Sweden,Europe,2009,72.7,96.9,98.2,SWE,9298515.0,45.6,48.4,27.3
707,707,Switzerland,Europe,2009,75.2,91.2,92.9,CHE,7743831.0,26.7,67.5,32.9
708,708,Ukraine,Europe,2009,51.7,66.2,51.8,UKR,46053331.0,8.61,11.3,25.3
709,709,United Kingdom,Europe,2009,69.1,81.5,82.2,GBR,62276270.0,20.0,45.8,34.3
711,711,Canada,North America,2009,74.9,90.8,94.7,CAN,33628895.0,35.0,55.9,33.7
712,712,Costa Rica,North America,2009,76.1,80.4,82.1,CRI,4520739.0,38.6,20.9,50.6
714,714,Dominican Republic,North America,2009,54.3,62.0,48.2,DOM,9576736.0,18.6,12.8,48.9
715,715,El Salvador,North America,2009,68.4,64.3,58.9,SLV,6157678.0,19.1,9.18,45.8
716,716,Guatemala,North America,2009,64.5,60.6,66.1,GTM,14000190.0,12.7,10.1,52.1
718,718,Honduras,North America,2009,60.3,59.7,58.9,HND,8150780.0,18.0,9.33,51.3
719,719,Mexico,North America,2009,69.6,68.5,71.4,MEX,112463886.0,28.2,11.5,48.5
720,720,United Arab Emirates,Asia,2009,68.7,25.6,37.5,ARE,7917368.0,5.0,113.0,32.6
721,721,Panama,North America,2009,70.3,72.5,69.7,PAN,3579215.0,8.45,18.3,51.8
723,723,United States,North America,2009,71.6,82.0,78.6,USA,306771529.0,17.1,65.4,40.6
724,724,Serbia,Europe,2009,43.8,64.1,48.2,SRB,7320807.0,24.3,12.4,28.0
727,727,Argentina,South America,2009,64.2,67.3,53.5,ARG,40482786.0,39.3,18.9,43.6
728,728,Bolivia,South America,2009,60.9,60.4,53.5,BOL,9884790.0,26.5,11.7,49.2
730,730,Colombia,South America,2009,62.7,65.5,62.5,COL,44750054.0,12.8,11.9,54.3
731,731,Brazil,South America,2009,70.0,72.5,76.8,BRA,193886505.0,9.69,16.7,53.7
733,733,Paraguay,South America,2009,55.8,64.0,60.7,PRY,6163970.0,14.6,13.1,49.1
734,734,Peru,South America,2009,55.2,63.5,46.5,PER,28792663.0,24.4,11.2,47.0
736,736,Uruguay,South America,2009,63.0,80.9,83.9,URY,3349676.0,13.9,22.8,45.5
739,739,Ecuador,South America,2009,60.2,57.0,44.6,ECU,14774412.0,32.3,10.9,48.5
743,743,Botswana,Africa,2010,35.5,76.3,71.4,BWA,1987106.0,8.25,10.1,59.2
745,745,Cameroon,Africa,2010,45.5,34.1,42.9,CMR,20341236.0,15.6,4.02,44.4
748,748,Djibouti,Africa,2010,50.1,22.0,14.3,DJI,840194.0,13.6,5.06,44.0
753,753,Ghana,Africa,2010,46.1,60.2,50.0,GHA,24779614.0,8.76,5.35,42.5
754,754,Algeria,Africa,2010,54.6,34.4,22.1,DZA,35977451.0,19.4,8.04,28.1
755,755,Comoros,Africa,2010,38.1,34.1,22.1,COM,689696.0,0.51,6.45,49.3
759,759,Tajikistan,Asia,2010,43.8,25.1,7.9,TJK,7527397.0,17.5,5.92,31.3
763,763,Mali,Africa,2010,37.6,60.1,64.3,MLI,15049352.0,9.86,2.4,32.5
764,764,Mauritania,Africa,2010,47.7,38.6,42.9,MRT,3494200.0,17.1,5.28,34.6
766,766,Liberia,Africa,2010,42.0,50.7,7.9,LBR,3891357.0,11.2,1.99,35.0
767,767,Morocco,Africa,2010,43.8,37.9,46.4,MAR,32343384.0,13.1,9.29,40.0
768,768,Niger,Africa,2010,41.0,33.8,4.3,NER,16464025.0,11.6,2.27,32.8
769,769,Nigeria,Africa,2010,47.6,34.7,32.1,NGA,158503203.0,4.54,2.48,42.0
771,771,Senegal,Africa,2010,43.7,52.7,42.9,SEN,12678143.0,35.6,3.19,40.1
772,772,Sierra Leone,Africa,2010,41.3,45.1,18.6,SLE,6415636.0,13.1,2.18,34.7
774,774,Kenya,Africa,2010,42.6,47.1,42.9,KEN,42030684.0,11.8,3.28,43.5
775,775,South Africa,Africa,2010,46.5,77.9,82.1,ZAF,51216967.0,42.6,12.0,63.4
777,777,Sudan,Africa,2010,44.4,24.2,14.3,SDN,34545014.0,24.2,4.22,35.2
778,778,Israel,Asia,2010,73.6,74.8,75.0,ISR,7623600.0,19.3,31.7,42.5
780,780,Tunisia,Africa,2010,51.3,27.9,28.6,TUN,10635245.0,26.9,9.43,35.8
781,781,Uganda,Africa,2010,41.9,50.5,32.1,UGA,32428164.0,17.8,3.14,43.1
783,783,Afghanistan,Asia,2010,47.6,24.8,7.9,AFG,29185511.0,27.6,2.67,37.7
785,785,Zimbabwe,Africa,2010,46.8,26.4,12.9,ZWE,12697728.0,25.7,4.37,43.1
787,787,Tanzania,Africa,2010,32.3,56.4,42.9,TZA,44346532.0,36.0,2.45,38.4
788,788,Cambodia,Asia,2010,41.4,48.7,60.7,KHM,14312205.0,17.9,3.1,41.1
790,790,India,Asia,2010,49.9,72.8,85.7,IND,1234281163.0,10.3,3.28,35.5
791,791,Indonesia,Asia,2010,54.6,65.3,75.0,IDN,241834226.0,17.2,4.63,36.4
792,792,Turkey,Asia,2010,54.9,57.3,71.4,TUR,72326992.0,12.9,15.0,38.8
793,793,Iraq,Asia,2010,50.7,40.0,7.9,IRQ,29741977.0,25.2,6.17,29.2
794,794,Thailand,Asia,2010,62.2,65.5,60.7,THA,67195032.0,15.8,13.6,39.4
795,795,Mongolia,Asia,2010,45.9,63.6,57.1,MNG,2719902.0,6.73,8.22,33.1
796,796,Jordan,Asia,2010,55.7,37.4,46.4,JOR,7261541.0,12.2,10.8,33.7
797,797,Kazakhstan,Asia,2010,55.1,33.0,21.4,KAZ,16321872.0,4.05,10.2,27.9
798,798,Kuwait,Asia,2010,68.0,38.8,42.9,KWT,2991884.0,5.61,65.9,35.1
799,799,Lebanon,Asia,2010,50.3,58.2,39.3,LBN,4953064.0,3.3,26.7,31.8
800,800,Malaysia,Asia,2010,55.8,61.9,67.9,MYS,28208028.0,24.3,19.7,44.5
802,802,Nepal,Asia,2010,43.5,42.4,42.9,NPL,27013207.0,33.2,3.96,32.8
804,804,Pakistan,Asia,2010,57.9,45.5,57.1,PAK,179424643.0,17.4,3.95,29.8
805,805,Philippines,Asia,2010,49.4,61.2,50.0,PHL,93966784.0,20.6,5.75,46.4
806,806,Qatar,Asia,2010,68.5,30.9,32.1,QAT,1856329.0,0.0,63.9,34.1
807,807,Saudi Arabia,Asia,2010,63.1,18.4,28.6,SAU,27421468.0,22.0,48.3,35.6
808,808,Singapore,Asia,2010,65.3,58.9,75.0,SGP,5076732.0,22.0,52.0,42.5
809,809,Sri Lanka,Asia,2010,39.8,66.4,60.7,LKA,20261738.0,5.33,6.75,36.9
812,812,Japan,Asia,2010,60.6,80.8,82.1,JPN,128070000.0,18.2,49.5,32.1
815,815,Honduras,North America,2010,58.7,57.6,57.1,HND,8317467.0,19.9,9.25,53.1
